nth_trial,second_crosstalk,third_crosstalk,fourth_crosstalk
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,50.0,0.0,0.0
9,50.0,0.0,0.0
10,50.0,0.0,0.0
11,50.0,0.0,0.0
12,50.0,0.0,0.0
13,50.0,0.0,0.0
14,50.0,0.0,0.0
15,50.0,50.0,0.0
16,33.333333333333336,33.333333333333336,0.0
17,33.333333333333336,33.333333333333336,0.0
18,25.0,25.0,0.0
19,50.0,25.0,0.0
20,50.0,25.0,0.0
21,50.0,25.0,0.0
22,50.0,25.0,0.0
23,50.0,25.0,25.0
24,40.0,20.0,20.0
25,40.0,20.0,20.0
26,40.0,20.0,20.0
27,40.0,20.0,20.0
28,40.0,20.0,20.0
29,33.333333333333336,16.666666666666668,16.666666666666668
30,33.333333333333336,16.666666666666668,16.666666666666668
31,50.0,16.666666666666668,16.666666666666668
32,42.857142857142854,14.285714285714286,14.285714285714286
33,37.5,12.5,12.5
34,37.5,12.5,12.5
35,37.5,12.5,12.5
36,37.5,12.5,12.5
37,37.5,12.5,12.5
38,37.5,12.5,12.5
39,37.5,12.5,12.5
40,37.5,12.5,12.5
41,37.5,12.5,12.5
42,37.5,25.0,12.5
43,37.5,25.0,12.5
44,37.5,25.0,12.5
45,37.5,25.0,12.5
46,50.0,25.0,12.5
47,50.0,25.0,12.5
48,50.0,25.0,12.5
49,62.5,25.0,12.5
50,62.5,37.5,12.5
51,62.5,37.5,12.5
52,62.5,37.5,12.5
53,62.5,37.5,12.5
54,62.5,37.5,12.5
55,62.5,37.5,12.5
56,62.5,50.0,12.5
57,62.5,50.0,12.5
58,62.5,50.0,12.5
59,62.5,50.0,12.5
60,62.5,50.0,12.5
61,55.55555555555556,44.44444444444444,11.11111111111111
62,50.0,40.0,10.0
63,50.0,40.0,10.0
64,50.0,40.0,10.0
65,50.0,40.0,10.0
66,60.0,40.0,10.0
67,60.0,40.0,10.0
68,60.0,40.0,10.0
69,60.0,40.0,10.0
70,54.54545454545455,36.36363636363637,9.090909090909092
71,54.54545454545455,45.45454545454545,9.090909090909092
72,50.0,41.666666666666664,8.333333333333334
73,50.0,41.666666666666664,8.333333333333334
74,46.15384615384615,38.46153846153846,7.6923076923076925
75,42.857142857142854,35.714285714285715,7.142857142857143
76,40.0,33.333333333333336,6.666666666666667
77,40.0,33.333333333333336,6.666666666666667
78,40.0,33.333333333333336,6.666666666666667
79,40.0,33.333333333333336,6.666666666666667
80,46.666666666666664,33.333333333333336,6.666666666666667
81,46.666666666666664,33.333333333333336,6.666666666666667
82,53.333333333333336,33.333333333333336,6.666666666666667
83,50.0,31.25,6.25
84,47.05882352941177,29.41176470588235,5.882352941176471
85,47.05882352941177,29.41176470588235,5.882352941176471
86,47.05882352941177,29.41176470588235,11.764705882352942
87,47.05882352941177,29.41176470588235,11.764705882352942
88,44.44444444444444,27.77777777777778,11.11111111111111
89,44.44444444444444,27.77777777777778,11.11111111111111
90,44.44444444444444,27.77777777777778,11.11111111111111
91,44.44444444444444,27.77777777777778,11.11111111111111
92,44.44444444444444,27.77777777777778,11.11111111111111
93,44.44444444444444,27.77777777777778,11.11111111111111
94,44.44444444444444,27.77777777777778,11.11111111111111
95,42.10526315789474,26.31578947368421,10.526315789473685
96,40.0,25.0,10.0
97,38.095238095238095,23.80952380952381,9.523809523809524
98,38.095238095238095,23.80952380952381,9.523809523809524
99,36.36363636363637,22.727272727272727,9.090909090909092
100,34.78260869565217,21.73913043478261,8.695652173913043
101,33.333333333333336,20.833333333333332,8.333333333333334
102,32.0,20.0,8.0
103,32.0,20.0,8.0
104,36.0,20.0,8.0
105,40.0,20.0,8.0
106,40.0,20.0,8.0
107,38.46153846153846,19.23076923076923,7.6923076923076925
108,37.03703703703704,18.51851851851852,7.407407407407407
109,35.714285714285715,17.857142857142858,7.142857142857143
110,35.714285714285715,17.857142857142858,7.142857142857143
111,35.714285714285715,17.857142857142858,7.142857142857143
112,34.48275862068966,17.24137931034483,6.896551724137931
113,33.333333333333336,16.666666666666668,6.666666666666667
114,33.333333333333336,16.666666666666668,6.666666666666667
115,32.25806451612903,16.129032258064516,6.451612903225806
116,32.25806451612903,16.129032258064516,6.451612903225806
117,31.25,15.625,6.25
118,31.25,15.625,6.25
119,31.25,15.625,6.25
120,30.303030303030305,15.151515151515152,6.0606060606060606
121,30.303030303030305,15.151515151515152,6.0606060606060606
122,30.303030303030305,15.151515151515152,6.0606060606060606
123,30.303030303030305,15.151515151515152,6.0606060606060606
124,29.41176470588235,14.705882352941176,5.882352941176471
125,29.41176470588235,14.705882352941176,5.882352941176471
126,29.41176470588235,14.705882352941176,5.882352941176471
127,28.571428571428573,14.285714285714286,5.714285714285714
128,28.571428571428573,14.285714285714286,5.714285714285714
