nth_trial,second_crosstalk,third_crosstalk,fourth_crosstalk
424,27.45098039215686,19.607843137254903,5.882352941176471
425,27.45098039215686,19.607843137254903,5.882352941176471
426,27.45098039215686,19.607843137254903,5.882352941176471
427,27.45098039215686,19.607843137254903,5.882352941176471
428,27.45098039215686,19.607843137254903,5.882352941176471
429,27.45098039215686,19.607843137254903,5.882352941176471
430,27.184466019417474,19.41747572815534,5.825242718446602
431,27.184466019417474,19.41747572815534,5.825242718446602
432,26.923076923076923,19.23076923076923,5.769230769230769
433,26.923076923076923,19.23076923076923,5.769230769230769
434,26.666666666666668,19.047619047619047,5.714285714285714
435,26.41509433962264,18.867924528301888,5.660377358490566
436,26.16822429906542,18.69158878504673,5.607476635514018
437,26.16822429906542,18.69158878504673,5.607476635514018
438,26.16822429906542,18.69158878504673,5.607476635514018
439,26.16822429906542,18.69158878504673,5.607476635514018
440,26.16822429906542,18.69158878504673,5.607476635514018
441,26.16822429906542,18.69158878504673,5.607476635514018
442,26.16822429906542,19.626168224299064,5.607476635514018
443,26.16822429906542,19.626168224299064,5.607476635514018
444,26.16822429906542,19.626168224299064,5.607476635514018
445,26.16822429906542,19.626168224299064,5.607476635514018
446,26.16822429906542,19.626168224299064,5.607476635514018
447,26.16822429906542,19.626168224299064,5.607476635514018
448,25.925925925925927,19.444444444444443,5.555555555555555
449,25.925925925925927,19.444444444444443,5.555555555555555
450,25.925925925925927,19.444444444444443,5.555555555555555
451,26.85185185185185,19.444444444444443,5.555555555555555
452,26.85185185185185,19.444444444444443,5.555555555555555
453,27.77777777777778,19.444444444444443,5.555555555555555
454,27.522935779816514,19.26605504587156,5.504587155963303
455,27.522935779816514,19.26605504587156,5.504587155963303
456,27.522935779816514,19.26605504587156,5.504587155963303
457,27.522935779816514,20.18348623853211,5.504587155963303
458,27.522935779816514,20.18348623853211,5.504587155963303
459,27.522935779816514,20.18348623853211,5.504587155963303
460,27.272727272727273,20.0,5.454545454545454
461,27.272727272727273,20.0,5.454545454545454
462,27.272727272727273,20.0,5.454545454545454
463,27.027027027027028,19.81981981981982,5.405405405405405
464,27.027027027027028,19.81981981981982,5.405405405405405
465,26.785714285714285,19.642857142857142,5.357142857142857
466,26.785714285714285,19.642857142857142,5.357142857142857
467,26.548672566371682,19.469026548672566,5.3097345132743365
468,27.43362831858407,19.469026548672566,5.3097345132743365
469,27.43362831858407,19.469026548672566,5.3097345132743365
470,27.19298245614035,19.29824561403509,5.2631578947368425
471,28.07017543859649,19.29824561403509,5.2631578947368425
472,28.07017543859649,19.29824561403509,5.2631578947368425
473,27.82608695652174,19.130434782608695,5.217391304347826
474,27.82608695652174,19.130434782608695,5.217391304347826
475,27.586206896551722,18.96551724137931,5.172413793103448
476,27.586206896551722,18.96551724137931,5.172413793103448
477,27.586206896551722,19.82758620689655,5.172413793103448
478,27.35042735042735,19.65811965811966,5.128205128205129
479,27.35042735042735,19.65811965811966,5.128205128205129
480,27.35042735042735,19.65811965811966,5.128205128205129
481,27.35042735042735,19.65811965811966,5.128205128205129
482,27.11864406779661,19.491525423728813,5.084745762711864
483,26.89075630252101,19.327731092436974,5.042016806722689
484,26.89075630252101,19.327731092436974,5.042016806722689
485,26.666666666666668,19.166666666666668,5.0
486,26.446280991735538,19.00826446280992,4.958677685950414
487,26.229508196721312,18.852459016393443,4.918032786885246
488,26.229508196721312,18.852459016393443,4.918032786885246
489,26.016260162601625,18.69918699186992,4.878048780487805
490,25.806451612903224,18.548387096774192,4.838709677419355
491,25.806451612903224,18.548387096774192,4.838709677419355
492,25.6,18.4,4.8
493,25.396825396825395,18.253968253968253,4.761904761904762
494,25.396825396825395,18.253968253968253,4.761904761904762
495,25.396825396825395,18.253968253968253,4.761904761904762
496,25.396825396825395,18.253968253968253,4.761904761904762
497,25.396825396825395,18.253968253968253,4.761904761904762
498,25.396825396825395,18.253968253968253,4.761904761904762
499,25.19685039370079,18.11023622047244,4.724409448818897
500,25.0,17.96875,4.6875
501,25.0,17.96875,4.6875
502,25.0,17.96875,4.6875
503,24.8062015503876,17.829457364341085,4.651162790697675
504,24.8062015503876,18.6046511627907,4.651162790697675
505,24.615384615384617,18.46153846153846,4.615384615384615
506,24.615384615384617,19.23076923076923,4.615384615384615
507,24.615384615384617,19.23076923076923,4.615384615384615
508,24.427480916030536,19.083969465648856,4.580152671755725
509,24.242424242424242,18.939393939393938,4.545454545454546
510,24.242424242424242,18.939393939393938,4.545454545454546
511,24.06015037593985,18.796992481203006,4.511278195488722
512,24.06015037593985,18.796992481203006,4.511278195488722
513,24.06015037593985,18.796992481203006,4.511278195488722
514,23.880597014925375,18.65671641791045,4.477611940298507
515,23.880597014925375,18.65671641791045,4.477611940298507
516,23.880597014925375,18.65671641791045,4.477611940298507
517,23.703703703703702,18.51851851851852,4.444444444444445
518,24.444444444444443,18.51851851851852,4.444444444444445
519,24.444444444444443,18.51851851851852,4.444444444444445
520,24.444444444444443,18.51851851851852,4.444444444444445
521,24.444444444444443,18.51851851851852,4.444444444444445
522,24.444444444444443,18.51851851851852,4.444444444444445
523,24.444444444444443,18.51851851851852,4.444444444444445
524,24.444444444444443,18.51851851851852,4.444444444444445
525,24.444444444444443,18.51851851851852,4.444444444444445
526,24.444444444444443,18.51851851851852,4.444444444444445
527,24.444444444444443,18.51851851851852,4.444444444444445
528,25.185185185185187,18.51851851851852,4.444444444444445
529,25.185185185185187,18.51851851851852,4.444444444444445
530,25.925925925925927,18.51851851851852,4.444444444444445
531,25.925925925925927,18.51851851851852,4.444444444444445
532,26.666666666666668,18.51851851851852,4.444444444444445
533,26.666666666666668,18.51851851851852,4.444444444444445
534,26.666666666666668,18.51851851851852,4.444444444444445
535,26.666666666666668,18.51851851851852,4.444444444444445
536,26.470588235294116,18.38235294117647,4.411764705882353
537,26.277372262773724,18.248175182481752,4.37956204379562
538,26.277372262773724,18.248175182481752,4.37956204379562
539,26.277372262773724,18.248175182481752,4.37956204379562
540,26.08695652173913,18.115942028985508,4.3478260869565215
541,25.899280575539567,17.985611510791365,4.316546762589928
542,25.899280575539567,17.985611510791365,4.316546762589928
543,25.899280575539567,17.985611510791365,4.316546762589928
544,25.714285714285715,17.857142857142858,4.285714285714286
545,26.428571428571427,17.857142857142858,4.285714285714286
546,26.428571428571427,17.857142857142858,4.285714285714286
547,26.428571428571427,17.857142857142858,4.285714285714286
548,26.24113475177305,17.73049645390071,4.25531914893617
549,26.24113475177305,17.73049645390071,4.25531914893617
550,26.24113475177305,17.73049645390071,4.25531914893617
551,26.056338028169016,17.6056338028169,4.225352112676056
552,25.874125874125873,17.482517482517483,4.195804195804196
553,25.874125874125873,17.482517482517483,4.195804195804196
554,25.694444444444443,17.36111111111111,4.166666666666667
555,25.694444444444443,17.36111111111111,4.166666666666667
556,25.517241379310345,17.24137931034483,4.137931034482759
557,25.517241379310345,17.24137931034483,4.137931034482759
558,25.517241379310345,17.24137931034483,4.137931034482759
559,25.34246575342466,17.123287671232877,4.109589041095891
560,25.34246575342466,17.80821917808219,4.109589041095891
561,25.34246575342466,17.80821917808219,4.109589041095891
562,25.34246575342466,17.80821917808219,4.109589041095891
563,25.34246575342466,17.80821917808219,4.109589041095891
564,26.027397260273972,17.80821917808219,4.109589041095891
565,26.027397260273972,17.80821917808219,4.109589041095891
566,26.027397260273972,17.80821917808219,4.109589041095891
567,25.85034013605442,17.687074829931973,4.081632653061225
568,25.675675675675677,17.56756756756757,4.054054054054054
569,25.503355704697988,17.449664429530202,4.026845637583893
570,25.503355704697988,17.449664429530202,4.026845637583893
571,26.174496644295303,17.449664429530202,4.026845637583893
572,26.845637583892618,17.449664429530202,4.026845637583893
573,26.666666666666668,17.333333333333332,4.0
574,26.666666666666668,17.333333333333332,4.0
575,26.490066225165563,17.218543046357617,3.9735099337748343
576,26.31578947368421,17.105263157894736,3.9473684210526314
577,26.973684210526315,17.105263157894736,3.9473684210526314
578,26.973684210526315,17.105263157894736,3.9473684210526314
579,26.973684210526315,17.105263157894736,3.9473684210526314
580,26.973684210526315,17.105263157894736,3.9473684210526314
581,26.797385620915033,16.99346405228758,3.9215686274509802
582,26.623376623376622,16.883116883116884,3.896103896103896
583,26.623376623376622,16.883116883116884,3.896103896103896
584,27.272727272727273,16.883116883116884,3.896103896103896
585,27.272727272727273,17.532467532467532,3.896103896103896
586,27.272727272727273,18.181818181818183,3.896103896103896
587,27.92207792207792,18.181818181818183,3.896103896103896
588,28.571428571428573,18.181818181818183,3.896103896103896
589,28.387096774193548,18.06451612903226,3.870967741935484
590,28.387096774193548,18.06451612903226,3.870967741935484
591,28.387096774193548,18.06451612903226,3.870967741935484
