nth_trial,innerXtalk,outerXtalk
2,0.0,0.0
4,0.0,0.0
7,0.0,0.0
8,0.0,0.0
10,0.0,0.0
14,0.0,0.0
15,0.0,0.0
21,7.142857142857143,0.0
23,14.285714285714286,0.0
24,12.5,0.0
26,18.75,0.0
28,16.666666666666668,0.0
30,15.0,0.0
31,20.0,0.0
34,18.181818181818183,0.0
36,16.666666666666668,0.0
38,15.384615384615385,0.0
39,14.285714285714286,0.0
42,17.857142857142858,0.0
45,16.666666666666668,0.0
46,15.625,0.0
47,18.75,0.0
49,21.875,0.0
50,25.0,0.0
54,23.529411764705884,0.0
57,22.22222222222222,0.0
58,21.05263157894737,0.0
59,20.0,0.0
60,22.5,0.0
62,21.428571428571427,0.0
63,20.454545454545453,0.0
65,19.565217391304348,0.0
69,18.75,0.0
70,20.833333333333332,0.0
71,20.0,0.0
72,19.23076923076923,0.0
77,21.153846153846153,0.0
81,20.37037037037037,0.0
83,19.642857142857142,0.0
85,21.428571428571427,0.0
86,23.214285714285715,0.0
91,25.0,0.0
92,24.137931034482758,0.0
93,25.862068965517242,0.0
98,27.586206896551722,0.0
100,29.310344827586206,0.0
101,28.333333333333332,0.0
102,30.0,0.0
103,29.032258064516128,0.0
104,30.64516129032258,0.0
105,32.25806451612903,0.0
107,33.87096774193548,0.0
108,35.483870967741936,0.0
110,34.375,0.0
114,35.9375,0.0
116,37.5,0.0
117,39.0625,0.0
121,37.878787878787875,0.0
122,36.76470588235294,0.0
123,35.714285714285715,0.0
124,37.142857142857146,0.0
126,36.111111111111114,0.0
127,35.13513513513514,0.0
128,34.21052631578947,0.0
131,33.333333333333336,0.0
132,34.61538461538461,0.0
134,33.75,0.0
135,35.0,0.0
136,34.146341463414636,0.0
138,33.333333333333336,0.0
144,34.523809523809526,0.0
146,33.72093023255814,0.0
148,32.95454545454545,0.0
156,34.09090909090909,0.0
157,35.22727272727273,0.0
158,34.44444444444444,0.0
162,35.55555555555556,0.0
166,34.78260869565217,0.0
167,35.869565217391305,0.0
168,35.1063829787234,0.0
169,36.170212765957444,0.0
170,35.416666666666664,0.0
172,34.69387755102041,0.0
176,35.714285714285715,0.0
180,36.734693877551024,0.0
182,36.0,0.0
184,35.294117647058826,0.0
187,36.27450980392157,0.0
189,35.57692307692308,0.0
190,36.53846153846154,0.0
191,35.84905660377358,0.0
192,36.79245283018868,0.0
193,36.111111111111114,0.0
196,37.03703703703704,0.0
198,36.36363636363637,0.0
199,37.27272727272727,0.0
200,36.607142857142854,0.0
204,37.5,0.0
207,36.8421052631579,0.0
209,37.719298245614034,0.0
210,37.06896551724138,0.0
211,37.93103448275862,0.0
213,37.28813559322034,0.0
214,36.666666666666664,0.0
215,37.5,0.0
222,38.333333333333336,0.0
223,39.166666666666664,0.0
224,40.0,0.0
225,40.833333333333336,0.0
227,41.666666666666664,0.0
231,42.5,0.0
233,41.80327868852459,0.0
237,42.622950819672134,0.0
240,43.442622950819676,0.0
241,42.74193548387097,0.0
246,43.54838709677419,0.0
247,44.354838709677416,0.0
248,43.65079365079365,0.0
253,42.96875,0.0
254,42.30769230769231,0.0
255,43.07692307692308,0.0
256,42.42424242424242,0.0
257,43.18181818181818,0.0
258,42.53731343283582,0.0
260,43.28358208955224,0.0
265,44.02985074626866,0.0
266,44.776119402985074,0.0
268,45.52238805970149,0.0
269,44.85294117647059,0.0
271,44.20289855072464,0.0
272,44.927536231884055,0.0
274,45.65217391304348,0.0
275,45.0,0.0
276,44.36619718309859,0.0
278,45.070422535211264,0.0
279,45.774647887323944,0.0
280,46.478873239436616,0.0
283,45.833333333333336,0.0
285,46.52777777777778,0.0
289,47.22222222222222,0.0
291,46.57534246575342,0.0
293,45.945945945945944,0.0
294,46.62162162162162,0.0
297,46.0,0.0
298,45.39473684210526,0.0
299,46.05263157894737,0.0
300,45.45454545454545,0.0
302,46.103896103896105,0.0
303,45.51282051282051,0.0
304,46.15384615384615,0.0
305,46.794871794871796,0.0
306,47.43589743589744,0.0
307,48.07692307692308,0.0
310,47.46835443037975,0.0
313,46.875,0.0
315,46.2962962962963,0.0
316,46.91358024691358,0.0
317,46.34146341463415,0.0
318,46.951219512195124,0.0
320,46.3855421686747,0.0
323,45.833333333333336,0.0
324,46.42857142857143,0.0
325,47.023809523809526,0.0
327,46.470588235294116,0.0
329,45.93023255813954,0.0
330,46.51162790697674,0.0
335,45.97701149425287,0.0
337,45.45454545454545,0.0
339,46.02272727272727,0.0
340,45.50561797752809,0.0
341,45.0,0.0
342,45.55555555555556,0.0
343,46.111111111111114,0.0
344,46.666666666666664,0.0
345,47.22222222222222,0.0
346,47.77777777777778,0.0
347,47.252747252747255,0.0
350,46.73913043478261,0.0
351,47.28260869565217,0.0
352,46.774193548387096,0.0
353,46.276595744680854,0.0
355,46.808510638297875,0.0
357,46.31578947368421,0.0
358,45.833333333333336,0.0
360,45.36082474226804,0.0
361,45.876288659793815,0.0
364,46.391752577319586,0.0
366,45.91836734693877,0.0
367,45.45454545454545,0.0
368,45.0,0.0
372,44.554455445544555,0.0
377,45.04950495049505,0.0
378,44.6078431372549,0.0
382,45.09803921568628,0.0
383,44.66019417475728,0.0
384,45.14563106796116,0.0
385,45.63106796116505,0.0
389,45.19230769230769,0.0
390,45.67307692307692,0.0
391,45.23809523809524,0.0
392,45.714285714285715,0.0
393,46.19047619047619,0.0
394,46.666666666666664,0.0
396,47.142857142857146,0.0
397,47.61904761904762,0.0
398,48.095238095238095,0.0
400,48.57142857142857,0.0
402,48.113207547169814,0.0
403,48.58490566037736,0.0
407,48.13084112149533,0.0
408,48.598130841121495,0.0
410,49.06542056074766,0.0
414,48.611111111111114,0.0
415,49.074074074074076,0.0
418,49.53703703703704,0.0
419,50.0,0.0
420,49.54128440366973,0.0
421,49.09090909090909,0.0
423,48.648648648648646,0.0
424,49.0990990990991,0.0
425,49.549549549549546,0.0
431,49.107142857142854,0.0
432,49.55357142857143,0.0
433,49.11504424778761,0.0
435,49.557522123893804,0.0
436,49.12280701754386,0.0
437,48.69565217391305,0.0
