nth_trial,innerXtalk,outerXtalk
928,37.043795620437955,21.16788321167883
929,36.90909090909091,21.09090909090909
932,37.09090909090909,21.09090909090909
933,36.95652173913044,21.014492753623188
936,36.82310469314079,20.938628158844764
937,37.00361010830325,20.938628158844764
938,36.8705035971223,20.863309352517987
940,36.8705035971223,21.0431654676259
941,36.738351254480285,20.967741935483872
942,36.91756272401434,20.967741935483872
943,36.785714285714285,20.892857142857142
944,36.654804270462634,20.818505338078293
946,36.83274021352313,20.818505338078293
948,37.01067615658363,20.818505338078293
949,37.188612099644125,20.818505338078293
950,37.188612099644125,20.99644128113879
952,37.36654804270463,20.99644128113879
954,37.234042553191486,20.921985815602838
955,37.234042553191486,21.099290780141843
956,37.102473498233216,21.024734982332156
961,37.102473498233216,21.20141342756184
963,36.971830985915496,21.12676056338028
964,36.8421052631579,21.05263157894737
965,36.71328671328671,20.97902097902098
966,36.58536585365854,20.905923344947734
967,36.58536585365854,21.0801393728223
970,36.458333333333336,21.006944444444443
972,36.63194444444444,21.006944444444443
974,36.63194444444444,21.180555555555557
975,36.80555555555556,21.180555555555557
978,36.80555555555556,21.354166666666668
979,36.67820069204152,21.280276816608996
980,36.85121107266436,21.280276816608996
981,37.0242214532872,21.280276816608996
982,37.0242214532872,21.453287197231834
984,37.0242214532872,21.62629757785467
985,36.89655172413793,21.551724137931036
992,36.89655172413793,21.724137931034484
993,37.06896551724138,21.724137931034484
994,37.241379310344826,21.724137931034484
995,37.241379310344826,21.896551724137932
997,37.241379310344826,22.06896551724138
1002,37.11340206185567,21.993127147766323
1004,36.986301369863014,21.91780821917808
1006,36.86006825938566,21.843003412969285
1007,36.734693877551024,21.768707482993197
1009,36.904761904761905,21.768707482993197
1012,37.074829931972786,21.768707482993197
1014,37.074829931972786,21.93877551020408
1015,36.94915254237288,21.864406779661017
1017,37.11864406779661,21.864406779661017
1018,37.28813559322034,21.864406779661017
1020,37.45762711864407,21.864406779661017
1021,37.6271186440678,21.864406779661017
1022,37.5,21.79054054054054
1023,37.37373737373738,21.717171717171716
1024,37.24832214765101,21.644295302013422
1025,37.123745819397996,21.57190635451505
1026,37.290969899665555,21.57190635451505
1027,37.458193979933114,21.57190635451505
1028,37.625418060200666,21.57190635451505
1029,37.792642140468224,21.57190635451505
1031,37.95986622073578,21.57190635451505
1032,37.833333333333336,21.5
1034,38.0,21.5
1035,38.166666666666664,21.5
1036,38.03986710963455,21.428571428571427
1037,38.205980066445186,21.428571428571427
1038,38.372093023255815,21.428571428571427
1039,38.24503311258278,21.357615894039736
1040,38.24503311258278,21.52317880794702
1041,38.118811881188115,21.45214521452145
1042,37.99342105263158,21.38157894736842
1047,37.99342105263158,21.54605263157895
1048,38.1578947368421,21.54605263157895
1051,38.032786885245905,21.475409836065573
1053,37.908496732026144,21.405228758169933
1054,37.785016286644954,21.335504885993487
1056,37.94788273615635,21.335504885993487
1058,38.11074918566775,21.335504885993487
1059,38.273615635179155,21.335504885993487
1062,38.14935064935065,21.266233766233768
1063,38.02588996763754,21.197411003236247
1065,37.903225806451616,21.129032258064516
1066,37.903225806451616,21.29032258064516
1068,37.78135048231511,21.221864951768488
1069,37.66025641025641,21.153846153846153
1071,37.66025641025641,21.314102564102566
1073,37.82051282051282,21.314102564102566
1074,37.82051282051282,21.474358974358974
1075,37.82051282051282,21.634615384615383
1076,37.98076923076923,21.634615384615383
1077,38.14102564102564,21.634615384615383
1078,38.30128205128205,21.634615384615383
1079,38.17891373801917,21.56549520766773
1080,38.05732484076433,21.496815286624205
1081,38.21656050955414,21.496815286624205
1082,38.37579617834395,21.496815286624205
1084,38.53503184713376,21.496815286624205
1085,38.41269841269841,21.428571428571427
1086,38.29113924050633,21.360759493670887
1087,38.170347003154575,21.293375394321767
1090,38.32807570977918,21.293375394321767
1091,38.48580441640379,21.293375394321767
1092,38.48580441640379,21.451104100946374
1093,38.36477987421384,21.38364779874214
1094,38.244514106583075,21.316614420062695
1095,38.244514106583075,21.473354231974923
1097,38.125,21.40625
1098,38.006230529595015,21.339563862928348
1100,38.161993769470406,21.339563862928348
1101,38.04347826086956,21.273291925465838
1102,38.04347826086956,21.428571428571427
1105,38.19875776397515,21.428571428571427
1108,38.080495356037154,21.362229102167184
1114,37.96296296296296,21.296296296296298
1117,37.84615384615385,21.23076923076923
1118,38.0,21.23076923076923
1119,38.0,21.384615384615383
1120,38.15384615384615,21.384615384615383
1122,38.15384615384615,21.53846153846154
1123,38.30769230769231,21.53846153846154
1124,38.30769230769231,21.692307692307693
1126,38.46153846153846,21.692307692307693
1127,38.61538461538461,21.692307692307693
1128,38.49693251533742,21.625766871165645
1131,38.65030674846626,21.625766871165645
1132,38.80368098159509,21.625766871165645
1134,38.95705521472393,21.625766871165645
1136,38.837920489296636,21.559633027522935
1137,38.71951219512195,21.49390243902439
1141,38.60182370820669,21.428571428571427
1143,38.60182370820669,21.580547112462007
1144,38.753799392097264,21.580547112462007
1145,38.63636363636363,21.515151515151516
1147,38.51963746223565,21.45015105740181
1149,38.403614457831324,21.3855421686747
1150,38.55421686746988,21.3855421686747
