nth_trial,left_outer_crosstalk,left_inner_crosstalk,right_inner_crosstalk,right_outer_crosstalk
99,13.043478260869565,56.52173913043478,43.47826086956522,21.73913043478261
100,13.043478260869565,56.52173913043478,47.82608695652174,21.73913043478261
101,12.5,54.166666666666664,45.833333333333336,20.833333333333332
102,12.5,54.166666666666664,45.833333333333336,20.833333333333332
103,12.5,54.166666666666664,45.833333333333336,20.833333333333332
104,12.5,54.166666666666664,45.833333333333336,20.833333333333332
105,12.5,54.166666666666664,45.833333333333336,20.833333333333332
106,12.5,54.166666666666664,45.833333333333336,20.833333333333332
107,12.0,52.0,44.0,20.0
108,12.0,52.0,44.0,20.0
109,12.0,52.0,44.0,20.0
110,11.538461538461538,50.0,42.30769230769231,19.23076923076923
111,11.538461538461538,50.0,46.15384615384615,19.23076923076923
112,11.538461538461538,50.0,50.0,19.23076923076923
113,11.11111111111111,48.148148148148145,48.148148148148145,18.51851851851852
114,10.714285714285714,46.42857142857143,46.42857142857143,17.857142857142858
115,10.714285714285714,50.0,46.42857142857143,17.857142857142858
116,14.285714285714286,50.0,46.42857142857143,17.857142857142858
117,13.793103448275861,48.275862068965516,44.827586206896555,17.24137931034483
118,13.333333333333334,46.666666666666664,43.333333333333336,16.666666666666668
119,13.333333333333334,46.666666666666664,43.333333333333336,16.666666666666668
120,13.333333333333334,46.666666666666664,43.333333333333336,16.666666666666668
121,12.903225806451612,45.16129032258065,41.935483870967744,16.129032258064516
122,12.903225806451612,48.38709677419355,41.935483870967744,16.129032258064516
123,12.903225806451612,48.38709677419355,41.935483870967744,16.129032258064516
124,12.5,46.875,40.625,15.625
125,12.5,46.875,40.625,15.625
126,12.5,46.875,43.75,15.625
127,12.5,46.875,46.875,15.625
128,12.5,46.875,50.0,15.625
129,12.5,50.0,50.0,15.625
130,12.5,50.0,53.125,15.625
131,12.5,50.0,53.125,15.625
132,12.121212121212121,48.484848484848484,51.515151515151516,15.151515151515152
133,12.121212121212121,48.484848484848484,51.515151515151516,15.151515151515152
134,12.121212121212121,48.484848484848484,54.54545454545455,15.151515151515152
135,11.764705882352942,47.05882352941177,52.94117647058823,14.705882352941176
136,11.428571428571429,45.714285714285715,51.42857142857143,14.285714285714286
137,11.428571428571429,48.57142857142857,51.42857142857143,14.285714285714286
138,11.428571428571429,48.57142857142857,54.285714285714285,14.285714285714286
139,11.11111111111111,47.22222222222222,52.77777777777778,13.88888888888889
140,11.11111111111111,47.22222222222222,52.77777777777778,13.88888888888889
141,10.81081081081081,45.945945945945944,51.351351351351354,13.513513513513514
142,10.81081081081081,48.648648648648646,51.351351351351354,13.513513513513514
143,10.81081081081081,48.648648648648646,51.351351351351354,13.513513513513514
144,10.81081081081081,48.648648648648646,54.054054054054056,13.513513513513514
145,10.81081081081081,48.648648648648646,56.75675675675676,13.513513513513514
146,10.81081081081081,48.648648648648646,56.75675675675676,13.513513513513514
147,10.81081081081081,48.648648648648646,56.75675675675676,13.513513513513514
148,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
149,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
150,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
151,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
152,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
153,10.81081081081081,48.648648648648646,59.45945945945946,13.513513513513514
154,10.81081081081081,51.351351351351354,59.45945945945946,13.513513513513514
155,10.81081081081081,51.351351351351354,59.45945945945946,13.513513513513514
156,10.81081081081081,51.351351351351354,59.45945945945946,13.513513513513514
157,10.81081081081081,51.351351351351354,59.45945945945946,13.513513513513514
158,10.81081081081081,51.351351351351354,59.45945945945946,13.513513513513514
159,10.526315789473685,50.0,57.89473684210526,13.157894736842104
160,10.526315789473685,50.0,57.89473684210526,13.157894736842104
161,10.526315789473685,52.63157894736842,57.89473684210526,13.157894736842104
162,10.256410256410257,51.282051282051285,56.41025641025641,12.820512820512821
163,10.0,50.0,55.0,12.5
164,10.0,50.0,55.0,12.5
165,10.0,50.0,55.0,12.5
166,10.0,50.0,55.0,15.0
167,9.75609756097561,48.78048780487805,53.65853658536585,14.634146341463415
168,9.75609756097561,48.78048780487805,53.65853658536585,14.634146341463415
169,9.523809523809524,47.61904761904762,52.38095238095238,14.285714285714286
170,9.523809523809524,47.61904761904762,54.76190476190476,14.285714285714286
171,9.523809523809524,47.61904761904762,54.76190476190476,14.285714285714286
172,9.523809523809524,47.61904761904762,54.76190476190476,14.285714285714286
173,9.523809523809524,47.61904761904762,57.142857142857146,14.285714285714286
174,9.523809523809524,47.61904761904762,57.142857142857146,14.285714285714286
175,9.523809523809524,47.61904761904762,59.523809523809526,14.285714285714286
176,9.30232558139535,46.51162790697674,58.13953488372093,13.953488372093023
177,9.30232558139535,46.51162790697674,58.13953488372093,13.953488372093023
178,9.30232558139535,48.83720930232558,58.13953488372093,13.953488372093023
179,9.30232558139535,51.16279069767442,58.13953488372093,13.953488372093023
180,9.090909090909092,50.0,56.81818181818182,13.636363636363637
181,9.090909090909092,50.0,56.81818181818182,13.636363636363637
182,9.090909090909092,50.0,56.81818181818182,13.636363636363637
183,9.090909090909092,50.0,56.81818181818182,13.636363636363637
184,8.88888888888889,48.888888888888886,55.55555555555556,13.333333333333334
185,11.11111111111111,48.888888888888886,55.55555555555556,13.333333333333334
186,11.11111111111111,48.888888888888886,57.77777777777778,13.333333333333334
187,10.869565217391305,47.82608695652174,56.52173913043478,13.043478260869565
188,10.869565217391305,47.82608695652174,56.52173913043478,13.043478260869565
189,10.638297872340425,46.808510638297875,55.319148936170215,12.76595744680851
190,10.416666666666666,45.833333333333336,54.166666666666664,12.5
191,10.416666666666666,45.833333333333336,56.25,12.5
192,12.5,45.833333333333336,56.25,12.5
193,12.5,47.916666666666664,56.25,12.5
194,12.244897959183673,46.93877551020408,55.10204081632653,12.244897959183673
195,12.244897959183673,46.93877551020408,57.142857142857146,12.244897959183673
196,12.0,46.0,56.0,12.0
197,12.0,48.0,56.0,12.0
198,12.0,48.0,56.0,12.0
199,12.0,48.0,56.0,12.0
200,12.0,48.0,58.0,12.0
201,12.0,50.0,58.0,12.0
202,11.764705882352942,49.01960784313726,56.86274509803921,11.764705882352942
203,11.764705882352942,49.01960784313726,58.8235294117647,11.764705882352942
204,11.764705882352942,49.01960784313726,60.78431372549019,11.764705882352942
205,11.538461538461538,48.07692307692308,59.61538461538461,11.538461538461538
206,11.538461538461538,48.07692307692308,61.53846153846154,11.538461538461538
207,11.538461538461538,50.0,61.53846153846154,11.538461538461538
208,11.538461538461538,50.0,61.53846153846154,11.538461538461538
209,13.461538461538462,50.0,61.53846153846154,11.538461538461538
210,13.20754716981132,49.056603773584904,60.37735849056604,11.320754716981131
211,13.20754716981132,49.056603773584904,60.37735849056604,11.320754716981131
212,13.20754716981132,49.056603773584904,60.37735849056604,11.320754716981131
213,15.09433962264151,49.056603773584904,60.37735849056604,11.320754716981131
214,15.09433962264151,49.056603773584904,62.264150943396224,11.320754716981131
215,15.09433962264151,49.056603773584904,64.15094339622641,11.320754716981131
216,14.814814814814815,48.148148148148145,62.96296296296296,11.11111111111111
217,14.814814814814815,48.148148148148145,64.81481481481481,11.11111111111111
218,14.814814814814815,48.148148148148145,64.81481481481481,11.11111111111111
219,14.814814814814815,48.148148148148145,64.81481481481481,11.11111111111111
220,14.814814814814815,50.0,64.81481481481481,11.11111111111111
221,14.814814814814815,50.0,66.66666666666667,11.11111111111111
222,14.814814814814815,51.851851851851855,66.66666666666667,11.11111111111111
223,14.814814814814815,51.851851851851855,66.66666666666667,12.962962962962964
224,14.814814814814815,51.851851851851855,66.66666666666667,12.962962962962964
225,14.814814814814815,53.7037037037037,66.66666666666667,12.962962962962964
226,14.545454545454545,52.72727272727273,65.45454545454545,12.727272727272727
227,14.545454545454545,52.72727272727273,67.27272727272727,12.727272727272727
228,14.285714285714286,51.785714285714285,66.07142857142857,12.5
229,14.285714285714286,51.785714285714285,67.85714285714286,12.5
230,14.285714285714286,51.785714285714285,67.85714285714286,12.5
231,14.285714285714286,53.57142857142857,67.85714285714286,12.5
232,14.035087719298245,52.63157894736842,66.66666666666667,12.280701754385966
233,14.035087719298245,52.63157894736842,66.66666666666667,12.280701754385966
234,13.793103448275861,51.724137931034484,65.51724137931035,12.068965517241379
235,13.793103448275861,51.724137931034484,65.51724137931035,12.068965517241379
236,13.793103448275861,51.724137931034484,65.51724137931035,12.068965517241379
237,13.793103448275861,53.44827586206897,65.51724137931035,12.068965517241379
238,13.793103448275861,53.44827586206897,65.51724137931035,12.068965517241379
239,13.793103448275861,55.172413793103445,65.51724137931035,12.068965517241379
240,13.793103448275861,55.172413793103445,65.51724137931035,12.068965517241379
241,13.559322033898304,54.23728813559322,64.40677966101696,11.864406779661017
242,13.559322033898304,54.23728813559322,64.40677966101696,11.864406779661017
243,13.559322033898304,55.932203389830505,64.40677966101696,11.864406779661017
244,13.333333333333334,55.0,63.333333333333336,11.666666666666666
245,13.333333333333334,56.666666666666664,63.333333333333336,11.666666666666666
246,13.333333333333334,56.666666666666664,63.333333333333336,11.666666666666666
247,13.333333333333334,58.333333333333336,63.333333333333336,11.666666666666666
248,13.333333333333334,60.0,63.333333333333336,11.666666666666666
249,13.114754098360656,59.01639344262295,62.295081967213115,11.475409836065573
250,13.114754098360656,59.01639344262295,62.295081967213115,11.475409836065573
251,12.903225806451612,58.064516129032256,61.29032258064516,11.290322580645162
252,12.903225806451612,59.67741935483871,61.29032258064516,11.290322580645162
253,12.698412698412698,58.73015873015873,60.317460317460316,11.11111111111111
254,12.5,57.8125,59.375,10.9375
255,12.307692307692308,56.92307692307692,58.46153846153846,10.76923076923077
256,12.307692307692308,56.92307692307692,58.46153846153846,10.76923076923077
257,12.307692307692308,56.92307692307692,60.0,10.76923076923077
258,12.307692307692308,58.46153846153846,60.0,10.76923076923077
259,13.846153846153847,58.46153846153846,60.0,10.76923076923077
260,13.846153846153847,58.46153846153846,60.0,12.307692307692308
261,13.846153846153847,58.46153846153846,60.0,12.307692307692308
262,13.636363636363637,57.57575757575758,59.09090909090909,12.121212121212121
263,13.636363636363637,57.57575757575758,59.09090909090909,12.121212121212121
264,13.636363636363637,59.09090909090909,59.09090909090909,12.121212121212121
265,13.636363636363637,59.09090909090909,59.09090909090909,12.121212121212121
266,13.432835820895523,58.208955223880594,58.208955223880594,11.940298507462687
267,13.432835820895523,58.208955223880594,58.208955223880594,11.940298507462687
268,13.235294117647058,57.35294117647059,57.35294117647059,11.764705882352942
269,13.235294117647058,57.35294117647059,58.8235294117647,11.764705882352942
270,13.043478260869565,56.52173913043478,57.971014492753625,11.594202898550725
271,12.857142857142858,55.714285714285715,57.142857142857146,11.428571428571429
272,12.67605633802817,54.929577464788736,56.33802816901409,11.267605633802816
273,12.67605633802817,54.929577464788736,56.33802816901409,11.267605633802816
274,12.67605633802817,54.929577464788736,57.74647887323944,11.267605633802816
275,12.67605633802817,54.929577464788736,59.15492957746479,11.267605633802816
276,12.67605633802817,54.929577464788736,59.15492957746479,11.267605633802816
277,12.67605633802817,56.33802816901409,59.15492957746479,11.267605633802816
278,12.67605633802817,56.33802816901409,59.15492957746479,11.267605633802816
279,12.5,55.55555555555556,58.333333333333336,11.11111111111111
280,12.32876712328767,54.794520547945204,57.534246575342465,10.95890410958904
281,12.32876712328767,54.794520547945204,57.534246575342465,10.95890410958904
282,12.32876712328767,54.794520547945204,57.534246575342465,10.95890410958904
283,12.32876712328767,54.794520547945204,58.9041095890411,10.95890410958904
284,12.32876712328767,56.16438356164384,58.9041095890411,10.95890410958904
285,12.162162162162161,55.4054054054054,58.108108108108105,10.81081081081081
286,12.0,54.666666666666664,57.333333333333336,10.666666666666666
287,12.0,54.666666666666664,57.333333333333336,10.666666666666666
288,11.842105263157896,53.94736842105263,56.578947368421055,10.526315789473685
289,11.688311688311689,53.246753246753244,55.84415584415584,10.38961038961039
290,11.688311688311689,53.246753246753244,55.84415584415584,10.38961038961039
291,11.688311688311689,54.54545454545455,55.84415584415584,10.38961038961039
292,11.538461538461538,53.84615384615385,55.12820512820513,10.256410256410257
293,11.39240506329114,53.164556962025316,54.43037974683544,10.126582278481013
294,11.39240506329114,53.164556962025316,54.43037974683544,10.126582278481013
295,11.39240506329114,53.164556962025316,55.69620253164557,10.126582278481013
296,11.25,52.5,55.0,10.0
297,11.25,52.5,55.0,10.0
298,11.25,53.75,55.0,10.0
299,11.11111111111111,53.08641975308642,54.32098765432099,9.876543209876543
300,11.11111111111111,53.08641975308642,54.32098765432099,9.876543209876543
301,11.11111111111111,54.32098765432099,54.32098765432099,9.876543209876543
302,11.11111111111111,54.32098765432099,54.32098765432099,9.876543209876543
303,11.11111111111111,54.32098765432099,55.55555555555556,9.876543209876543
304,11.11111111111111,54.32098765432099,56.79012345679013,9.876543209876543
305,11.11111111111111,54.32098765432099,56.79012345679013,9.876543209876543
306,11.11111111111111,54.32098765432099,56.79012345679013,9.876543209876543
307,11.11111111111111,54.32098765432099,56.79012345679013,9.876543209876543
308,12.345679012345679,54.32098765432099,56.79012345679013,9.876543209876543
309,12.345679012345679,55.55555555555556,56.79012345679013,9.876543209876543
310,12.345679012345679,55.55555555555556,56.79012345679013,9.876543209876543
311,12.345679012345679,55.55555555555556,56.79012345679013,9.876543209876543
312,12.195121951219512,54.8780487804878,56.09756097560975,9.75609756097561
313,12.048192771084338,54.21686746987952,55.42168674698795,9.63855421686747
314,12.048192771084338,54.21686746987952,55.42168674698795,9.63855421686747
315,12.048192771084338,54.21686746987952,55.42168674698795,9.63855421686747
316,11.904761904761905,53.57142857142857,54.76190476190476,9.523809523809524
317,11.904761904761905,53.57142857142857,54.76190476190476,9.523809523809524
318,11.904761904761905,53.57142857142857,54.76190476190476,9.523809523809524
319,11.904761904761905,53.57142857142857,54.76190476190476,9.523809523809524
320,11.904761904761905,53.57142857142857,54.76190476190476,9.523809523809524
321,11.904761904761905,53.57142857142857,55.95238095238095,9.523809523809524
322,11.904761904761905,53.57142857142857,55.95238095238095,9.523809523809524
323,11.904761904761905,53.57142857142857,55.95238095238095,9.523809523809524
324,11.764705882352942,52.94117647058823,55.294117647058826,9.411764705882353
325,11.627906976744185,52.325581395348834,54.651162790697676,9.30232558139535
326,11.627906976744185,52.325581395348834,55.81395348837209,9.30232558139535
327,11.627906976744185,52.325581395348834,55.81395348837209,9.30232558139535
328,11.627906976744185,52.325581395348834,55.81395348837209,9.30232558139535
329,11.627906976744185,52.325581395348834,55.81395348837209,9.30232558139535
330,11.494252873563218,51.724137931034484,55.172413793103445,9.195402298850574
331,11.494252873563218,51.724137931034484,55.172413793103445,9.195402298850574
332,11.363636363636363,51.13636363636363,54.54545454545455,9.090909090909092
333,11.363636363636363,52.27272727272727,54.54545454545455,9.090909090909092
334,11.363636363636363,52.27272727272727,55.68181818181818,9.090909090909092
335,11.235955056179776,51.68539325842696,55.056179775280896,8.98876404494382
336,11.235955056179776,51.68539325842696,55.056179775280896,8.98876404494382
337,11.11111111111111,51.111111111111114,54.44444444444444,8.88888888888889
338,11.11111111111111,52.22222222222222,54.44444444444444,8.88888888888889
339,11.11111111111111,52.22222222222222,55.55555555555556,8.88888888888889
340,11.11111111111111,52.22222222222222,56.666666666666664,8.88888888888889
341,11.11111111111111,52.22222222222222,56.666666666666664,8.88888888888889
342,11.11111111111111,53.333333333333336,56.666666666666664,8.88888888888889
343,11.11111111111111,53.333333333333336,56.666666666666664,8.88888888888889
344,11.11111111111111,54.44444444444444,56.666666666666664,8.88888888888889
345,10.989010989010989,53.84615384615385,56.043956043956044,8.791208791208792
346,10.989010989010989,53.84615384615385,57.142857142857146,8.791208791208792
347,10.989010989010989,53.84615384615385,57.142857142857146,8.791208791208792
348,12.087912087912088,53.84615384615385,57.142857142857146,8.791208791208792
349,12.087912087912088,53.84615384615385,58.24175824175824,8.791208791208792
350,12.087912087912088,53.84615384615385,58.24175824175824,8.791208791208792
351,11.956521739130435,53.26086956521739,57.608695652173914,8.695652173913043
352,11.956521739130435,53.26086956521739,57.608695652173914,8.695652173913043
353,11.956521739130435,53.26086956521739,57.608695652173914,8.695652173913043
354,11.956521739130435,53.26086956521739,58.69565217391305,8.695652173913043
355,11.956521739130435,53.26086956521739,58.69565217391305,8.695652173913043
356,11.956521739130435,53.26086956521739,59.78260869565217,8.695652173913043
357,11.827956989247312,52.68817204301075,59.13978494623656,8.602150537634408
358,11.827956989247312,52.68817204301075,59.13978494623656,8.602150537634408
359,11.827956989247312,52.68817204301075,60.215053763440864,8.602150537634408
360,11.827956989247312,52.68817204301075,60.215053763440864,8.602150537634408
361,11.827956989247312,52.68817204301075,60.215053763440864,8.602150537634408
362,11.702127659574469,52.12765957446808,59.57446808510638,8.51063829787234
363,11.702127659574469,52.12765957446808,59.57446808510638,8.51063829787234
364,11.702127659574469,52.12765957446808,60.638297872340424,8.51063829787234
365,11.702127659574469,52.12765957446808,60.638297872340424,8.51063829787234
366,11.702127659574469,52.12765957446808,61.702127659574465,8.51063829787234
367,11.578947368421053,51.578947368421055,61.05263157894737,8.421052631578947
368,11.458333333333334,51.041666666666664,60.416666666666664,8.333333333333334
369,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
370,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
371,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
372,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
373,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
374,11.34020618556701,50.51546391752577,59.79381443298969,8.24742268041237
375,11.224489795918368,50.0,59.183673469387756,8.16326530612245
376,11.224489795918368,50.0,59.183673469387756,8.16326530612245
377,11.224489795918368,50.0,59.183673469387756,9.183673469387756
378,11.11111111111111,49.494949494949495,58.58585858585859,9.090909090909092
379,11.0,49.0,58.0,9.0
380,11.0,49.0,58.0,9.0
381,11.0,49.0,58.0,10.0
382,11.0,49.0,58.0,10.0
383,11.0,49.0,58.0,10.0
384,10.891089108910892,48.51485148514851,57.42574257425743,9.900990099009901
385,10.891089108910892,49.504950495049506,57.42574257425743,9.900990099009901
386,10.891089108910892,49.504950495049506,57.42574257425743,9.900990099009901
387,10.891089108910892,49.504950495049506,58.415841584158414,9.900990099009901
388,11.881188118811881,49.504950495049506,58.415841584158414,9.900990099009901
389,11.881188118811881,49.504950495049506,58.415841584158414,9.900990099009901
390,11.881188118811881,49.504950495049506,58.415841584158414,9.900990099009901
391,11.881188118811881,49.504950495049506,58.415841584158414,9.900990099009901
392,11.764705882352942,49.01960784313726,57.84313725490196,9.803921568627452
393,11.764705882352942,49.01960784313726,57.84313725490196,10.784313725490197
394,11.650485436893204,48.54368932038835,57.28155339805825,10.679611650485437
395,11.538461538461538,48.07692307692308,56.73076923076923,10.576923076923077
396,11.538461538461538,48.07692307692308,56.73076923076923,10.576923076923077
397,11.538461538461538,48.07692307692308,56.73076923076923,10.576923076923077
398,11.538461538461538,49.03846153846154,56.73076923076923,10.576923076923077
399,11.428571428571429,48.57142857142857,56.19047619047619,10.476190476190476
400,11.320754716981131,48.113207547169814,55.660377358490564,10.377358490566039
401,11.214953271028037,47.66355140186916,55.14018691588785,10.280373831775702
402,11.11111111111111,47.22222222222222,54.629629629629626,10.185185185185185
403,11.11111111111111,47.22222222222222,54.629629629629626,10.185185185185185
404,11.009174311926605,46.788990825688074,54.12844036697248,10.091743119266056
405,11.009174311926605,46.788990825688074,54.12844036697248,10.091743119266056
406,11.009174311926605,46.788990825688074,54.12844036697248,11.009174311926605
407,11.009174311926605,46.788990825688074,54.12844036697248,11.009174311926605
408,10.909090909090908,46.36363636363637,53.63636363636363,10.909090909090908
409,10.81081081081081,45.945945945945944,53.153153153153156,10.81081081081081
410,10.714285714285714,45.535714285714285,52.67857142857143,10.714285714285714
411,10.714285714285714,46.42857142857143,52.67857142857143,10.714285714285714
412,10.619469026548673,46.017699115044245,52.21238938053097,10.619469026548673
413,10.619469026548673,46.902654867256636,52.21238938053097,10.619469026548673
414,10.619469026548673,46.902654867256636,52.21238938053097,10.619469026548673
415,10.526315789473685,46.49122807017544,51.75438596491228,10.526315789473685
416,10.526315789473685,46.49122807017544,52.63157894736842,10.526315789473685
417,10.526315789473685,46.49122807017544,52.63157894736842,10.526315789473685
418,10.526315789473685,46.49122807017544,52.63157894736842,10.526315789473685
419,10.526315789473685,46.49122807017544,52.63157894736842,10.526315789473685
420,10.526315789473685,46.49122807017544,52.63157894736842,11.403508771929825
421,10.434782608695652,46.08695652173913,52.17391304347826,11.304347826086957
422,10.434782608695652,46.08695652173913,53.04347826086956,11.304347826086957
423,10.344827586206897,45.689655172413794,52.58620689655172,11.206896551724139
424,10.344827586206897,45.689655172413794,52.58620689655172,11.206896551724139
425,10.344827586206897,45.689655172413794,52.58620689655172,11.206896551724139
426,10.344827586206897,45.689655172413794,52.58620689655172,12.068965517241379
427,10.344827586206897,45.689655172413794,52.58620689655172,12.068965517241379
428,10.344827586206897,45.689655172413794,52.58620689655172,12.068965517241379
429,10.344827586206897,46.55172413793103,52.58620689655172,12.068965517241379
430,10.344827586206897,46.55172413793103,52.58620689655172,12.068965517241379
431,10.256410256410257,46.15384615384615,52.136752136752136,11.965811965811966
432,10.256410256410257,46.15384615384615,52.136752136752136,11.965811965811966
433,10.256410256410257,46.15384615384615,52.136752136752136,11.965811965811966
434,10.256410256410257,46.15384615384615,52.136752136752136,11.965811965811966
435,10.256410256410257,46.15384615384615,52.99145299145299,11.965811965811966
436,10.256410256410257,47.00854700854701,52.99145299145299,11.965811965811966
437,10.169491525423728,46.610169491525426,52.54237288135593,11.864406779661017
438,10.169491525423728,46.610169491525426,52.54237288135593,11.864406779661017
439,10.084033613445378,46.21848739495798,52.10084033613445,11.764705882352942
440,10.084033613445378,46.21848739495798,52.10084033613445,11.764705882352942
441,10.0,45.833333333333336,51.666666666666664,11.666666666666666
442,10.0,45.833333333333336,51.666666666666664,12.5
443,10.0,45.833333333333336,51.666666666666664,12.5
444,9.917355371900827,45.45454545454545,51.239669421487605,12.396694214876034
