x_coordinate,y_coordinate
-5.867,0.861
-5.855,0.867
-5.836,0.8574
-5.84,0.876
-5.844,0.894
-5.848,0.886
-5.848,0.877
-5.84,0.8706
-5.82,0.8555
-5.82,0.856
-5.812,0.8604
-5.816,0.868
-5.812,0.886
-5.84,0.8853
-5.85,0.891
-5.855,0.892
-5.86,0.9004
-5.86,0.889
-5.848,0.868
-5.844,0.8535
-5.836,0.8643
-5.836,0.8677
-5.83,0.848
-5.824,0.8657
-5.82,0.8594
-5.81,0.8633
-5.82,0.878
-5.816,0.888
-5.81,0.871
-5.82,0.863
-5.844,0.88
-5.832,0.8867
-5.81,0.911
-5.816,0.9155
-5.82,0.9116
-5.793,0.9097
-5.797,0.9155
-5.79,0.9243
-5.79,0.9277
-5.78,0.916
-5.79,0.9146
-5.793,0.907
-5.793,0.8916
-5.773,0.878
-5.77,0.879
-5.76,0.8657
-5.76,0.876
-5.766,0.8735
-5.758,0.8667
-5.76,0.871
-5.777,0.876
-5.77,0.864
-5.754,0.85
-5.742,0.8564
-5.723,0.8516
-5.742,0.8604
-5.734,0.8535
-5.75,0.847
-5.74,0.8555
-5.746,0.8613
-5.734,0.8545
-5.715,0.8477
-5.71,0.8516
-5.715,0.861
-5.7,0.852
-5.676,0.849
-5.676,0.8584
-5.69,0.846
-5.688,0.8477
-5.695,0.8525
-5.69,0.8647
-5.703,0.854
-5.707,0.8643
-5.69,0.8545
-5.715,0.838
-5.71,0.84
-5.71,0.853
-5.695,0.848
-5.68,0.8564
-5.703,0.867
-5.688,0.859
-5.703,0.853
-5.715,0.8633
-5.71,0.872
-5.703,0.864
-5.684,0.856
-5.68,0.8467
-5.668,0.8604
-5.664,0.859
-5.668,0.86
-5.64,0.8696
-5.637,0.875
-5.633,0.882
-5.63,0.8633
-5.645,0.8813
-5.633,0.8794
-5.625,0.8887
-5.64,0.889
-5.63,0.8823
-5.625,0.8833
-5.617,0.885
-5.61,0.8794
-5.61,0.889
-5.617,0.8994
-5.637,0.8994
-5.64,0.907
-5.645,0.895
-5.68,0.886
-5.668,0.863
-5.66,0.8604
-5.67,0.8735
-5.69,0.8794
-5.7,0.8643
-5.707,0.8784
-5.715,0.886
-5.707,0.887
-5.71,0.883
-5.71,0.89
-5.72,0.89
-5.723,0.884
-5.71,0.889
-5.72,0.895
-5.727,0.905
-5.727,0.893
-5.727,0.8813
-5.73,0.864
-5.74,0.8633
-5.734,0.872
-5.723,0.858
-5.723,0.8784
-5.715,0.878
-5.69,0.876
-5.7,0.8716
-5.71,0.857
-5.688,0.8496
-5.695,0.8335
-5.703,0.8384
-5.71,0.848
-5.703,0.8486
-5.71,0.8545
-5.734,0.8594
-5.727,0.8633
-5.734,0.8853
-5.742,0.88
-5.73,0.883
-5.73,0.8784
-5.74,0.878
-5.74,0.876
-5.727,0.8843
-5.73,0.888
-5.727,0.896
-5.73,0.8867
-5.71,0.886
-5.703,0.874
-5.723,0.882
-5.723,0.8647
-5.72,0.8516
-5.73,0.8613
-5.715,0.8657
-5.715,0.842
-5.707,0.834
-5.707,0.841
-5.72,0.847
-5.72,0.847
-5.727,0.8413
-5.734,0.821
-5.74,0.842
-5.715,0.83
-5.707,0.8247
-5.72,0.841
-5.74,0.845
-5.742,0.848
-5.72,0.845
-5.742,0.8394
-5.72,0.82
-5.746,0.816
-5.734,0.82
-5.746,0.8145
-5.746,0.8105
-5.74,0.804
-5.723,0.82
-5.715,0.817
-5.707,0.8057
-5.72,0.7935
-5.707,0.798
-5.7,0.805
-5.707,0.8115
-5.723,0.8213
-5.74,0.818
-5.734,0.816
-5.742,0.8125
-5.74,0.803
-5.72,0.8047
-5.695,0.786
-5.703,0.7925
-5.695,0.771
-5.7,0.77
-5.7,0.765
-5.688,0.7646
-5.684,0.7744
-5.676,0.772
-5.67,0.7744
-5.684,0.756
-5.68,0.7505
-5.676,0.755
-5.676,0.785
-5.67,0.789
-5.66,0.8066
-5.652,0.802
-5.645,0.805
-5.652,0.8037
-5.66,0.7974
-5.66,0.777
-5.656,0.7793
-5.645,0.7896
-5.656,0.78
-5.664,0.772
-5.652,0.7695
-5.645,0.7715
-5.645,0.7554
-5.64,0.7666
-5.637,0.7812
-5.617,0.752
-5.633,0.743
-5.61,0.723
-5.617,0.705
-5.594,0.694
-5.59,0.691
-5.613,0.679
-5.637,0.6816
-5.637,0.692
-5.63,0.6753
-5.64,0.659
-5.63,0.66
-5.62,0.654
-5.63,0.668
-5.633,0.6655
-5.617,0.6665
-5.62,0.6733
-5.617,0.6787
-5.64,0.6743
-5.64,0.6724
-5.63,0.662
-5.645,0.6655
-5.66,0.681
-5.676,0.6895
-5.676,0.6963
-5.684,0.7017
-5.69,0.684
-5.69,0.6714
-5.684,0.675
-5.684,0.667
-5.703,0.657
-5.695,0.6455
-5.695,0.6626
-5.695,0.6826
-5.703,0.7
-5.707,0.7065
-5.707,0.7026
-5.7,0.7056
-5.707,0.7163
-5.7,0.717
-5.688,0.711
-5.69,0.714
-5.695,0.7188
-5.68,0.7266
-5.684,0.7227
-5.688,0.7295
-5.695,0.7354
-5.707,0.7456
-5.69,0.733
-5.69,0.726
-5.71,0.7065
-5.71,0.6846
-5.69,0.6997
-5.71,0.7
-5.715,0.7085
-5.73,0.7085
-5.727,0.7173
-5.715,0.744
-5.703,0.7383
-5.7,0.7393
-5.703,0.742
-5.707,0.729
-5.71,0.7217
-5.707,0.729
-5.688,0.726
-5.676,0.746
-5.67,0.7393
-5.65,0.7417
-5.664,0.7407
-5.668,0.747
-5.668,0.7397
-5.656,0.7393
-5.676,0.741
-5.68,0.7236
-5.676,0.726
-5.67,0.739
-5.68,0.764
-5.68,0.7485
-5.676,0.7417
-5.668,0.763
-5.65,0.742
-5.64,0.7476
-5.633,0.736
-5.62,0.7505
-5.617,0.7446
-5.613,0.762
-5.625,0.7607
-5.64,0.758
-5.633,0.756
-5.637,0.743
-5.66,0.734
-5.688,0.734
-5.688,0.743
-5.7,0.742
-5.69,0.7544
-5.684,0.733
-5.68,0.728
-5.688,0.7266
-5.68,0.7476
-5.68,0.749
-5.664,0.77
-5.67,0.78
-5.656,0.7817
-5.664,0.751
-5.652,0.7593
-5.652,0.7524
-5.645,0.7495
-5.65,0.748
-5.637,0.774
-5.64,0.779
-5.64,0.77
-5.64,0.76
-5.645,0.7505
-5.645,0.7495
-5.65,0.75
-5.66,0.7393
-5.645,0.732
-5.64,0.729
-5.652,0.727
-5.656,0.727
-5.664,0.727
-5.676,0.7183
-5.67,0.716
-5.676,0.714
-5.67,0.706
-5.65,0.707
-5.645,0.7017
-5.645,0.711
-5.645,0.7153
-5.652,0.723
-5.66,0.7163
-5.633,0.7134
-5.62,0.711
-5.625,0.7144
-5.64,0.7305
-5.633,0.734
-5.63,0.7324
-5.62,0.734
-5.617,0.7314
-5.617,0.7354
-5.613,0.7456
-5.63,0.746
-5.637,0.7573
-5.645,0.7563
-5.652,0.747
-5.668,0.7666
-5.676,0.7505
-5.68,0.7505
-5.676,0.769
-5.668,0.761
-5.656,0.767
-5.66,0.761
-5.656,0.7646
-5.652,0.7544
-5.676,0.7583
-5.69,0.7627
-5.703,0.7764
-5.69,0.7793
-5.676,0.7856
-5.668,0.788
-5.67,0.7954
-5.688,0.7915
-5.684,0.7812
-5.7,0.782
-5.695,0.7754
-5.73,0.7734
-5.74,0.752
-5.73,0.7544
-5.734,0.7363
-5.76,0.7397
-5.766,0.745
-5.75,0.746
-5.76,0.7266
-5.758,0.72
-5.77,0.7227
-5.793,0.7075
-5.773,0.7026
-5.785,0.7075
-5.773,0.7104
-5.773,0.727
-5.766,0.73
-5.742,0.7407
-5.746,0.739
-5.754,0.727
-5.754,0.718
-5.746,0.7217
-5.766,0.719
-5.75,0.73
-5.746,0.706
-5.734,0.696
-5.727,0.697
-5.72,0.6855
-5.72,0.688
-5.72,0.699
-5.727,0.701
-5.727,0.71
-5.71,0.715
-5.71,0.7036
-5.715,0.7056
-5.71,0.7085
-5.703,0.707
-5.71,0.7095
-5.703,0.7036
-5.71,0.711
-5.723,0.706
-5.71,0.695
-5.72,0.695
-5.72,0.6963
-5.72,0.702
-5.715,0.688
-5.7,0.697
-5.703,0.686
-5.72,0.694
-5.734,0.6743
-5.74,0.6577
-5.727,0.654
-5.727,0.6367
-5.74,0.633
-5.75,0.6475
-5.754,0.6494
-5.76,0.658
-5.78,0.6465
-5.797,0.6553
-5.79,0.656
-5.78,0.666
-5.766,0.6797
-5.77,0.6865
-5.773,0.6753
-5.793,0.6636
-5.797,0.6543
-5.797,0.647
-5.81,0.6494
-5.812,0.6504
-5.83,0.654
-5.855,0.6597
-5.867,0.669
-5.887,0.6724
-5.895,0.6694
-5.875,0.6685
-5.88,0.639
-5.895,0.661
-5.914,0.661
-5.9,0.666
-5.887,0.6753
-5.89,0.671
-5.887,0.67
-5.887,0.6694
-5.887,0.6616
-5.883,0.6743
-5.887,0.6636
-5.88,0.6772
-5.863,0.6577
-5.85,0.6377
-5.85,0.645
-5.844,0.6367
-5.863,0.621
-5.88,0.6313
-5.875,0.6245
-5.863,0.616
-5.863,0.606
-5.87,0.6104
-5.887,0.5933
-5.883,0.5874
-5.867,0.5884
-5.887,0.5903
-5.9,0.575
-5.902,0.5757
-5.902,0.5933
-5.9,0.5967
-5.9,0.6133
-5.89,0.6113
-5.89,0.6196
-5.887,0.5977
-5.918,0.5977
-5.926,0.5728
-5.918,0.5737
-5.914,0.562
-5.914,0.568
-5.934,0.572
-5.938,0.5674
-5.934,0.566
-5.953,0.5757
-5.945,0.553
-5.926,0.546
-5.93,0.534
-5.92,0.531
-5.953,0.531
-5.953,0.5225
-5.94,0.5386
-5.96,0.558
-5.953,0.574
-5.945,0.5757
-5.96,0.5938
-5.957,0.5796
-5.95,0.5938
-5.95,0.576
-5.95,0.565
-5.945,0.5815
-5.96,0.5747
-5.95,0.577
-5.965,0.5825
-5.945,0.572
-5.94,0.5664
-5.945,0.5884
-5.94,0.581
-5.938,0.5674
-5.938,0.5576
-5.93,0.5684
-5.926,0.565
-5.9,0.5557
-5.91,0.5347
-5.918,0.527
-5.902,0.532
-5.906,0.5293
-5.918,0.53
-5.926,0.5176
-5.934,0.525
-5.945,0.5093
-5.934,0.4968
-5.93,0.5054
-5.934,0.53
-5.926,0.536
-5.94,0.538
-5.93,0.521
-5.953,0.5283
-5.957,0.5156
-5.965,0.5005
-5.97,0.4878
-5.95,0.5015
-5.94,0.487
-5.918,0.4915
-5.918,0.5
-5.91,0.4988
-5.91,0.509
-5.926,0.5215
-5.93,0.523
-5.93,0.527
-5.95,0.5254
-5.938,0.511
-5.94,0.518
-5.945,0.517
-5.94,0.5083
-5.945,0.4968
-5.945,0.4934
-5.918,0.5034
-5.918,0.5
-5.926,0.4954
-5.906,0.4966
-5.895,0.4966
-5.9,0.4875
-5.895,0.5083
-5.883,0.4927
-5.88,0.4946
-5.88,0.5186
-5.863,0.5156
-5.848,0.5146
-5.824,0.5063
-5.83,0.5093
-5.824,0.5225
-5.816,0.5166
-5.83,0.508
-5.824,0.511
-5.83,0.506
-5.81,0.506
-5.812,0.519
-5.832,0.5117
-5.84,0.5225
-5.848,0.525
-5.85,0.5063
-5.86,0.513
-5.848,0.519
-5.867,0.527
-5.855,0.515
-5.855,0.5005
-5.844,0.504
-5.844,0.495
-5.86,0.4937
-5.88,0.4834
-5.86,0.4941
-5.867,0.4802
-5.867,0.4856
-5.895,0.4988
-5.883,0.4915
-5.883,0.4995
-5.883,0.4763
-5.895,0.476
-5.875,0.4731
-5.875,0.487
-5.887,0.4783
-5.875,0.4844
-5.87,0.4946
-5.86,0.497
-5.875,0.4885
-5.89,0.493
-5.9,0.4912
-5.906,0.483
-5.887,0.4783
-5.883,0.498
-5.87,0.4875
-5.87,0.489
-5.887,0.486
-5.875,0.494
-5.863,0.516
-5.848,0.5273
-5.848,0.5054
-5.85,0.5024
-5.855,0.513
-5.848,0.511
-5.867,0.5117
-5.86,0.5225
-5.86,0.5176
-5.86,0.52
-5.863,0.494
-5.863,0.5117
-5.87,0.517
-5.867,0.5254
-5.86,0.532
-5.88,0.5205
-5.88,0.5254
-5.863,0.519
-5.87,0.529
-5.863,0.5405
-5.867,0.5537
-5.867,0.542
-5.867,0.542
-5.85,0.5522
-5.863,0.5547
-5.867,0.541
-5.855,0.524
-5.84,0.512
-5.83,0.5215
-5.832,0.5317
-5.83,0.5356
-5.812,0.55
-5.805,0.555
-5.805,0.553
-5.797,0.56
-5.785,0.566
-5.785,0.557
-5.79,0.5645
-5.785,0.5854
-5.793,0.5737
-5.8,0.588
-5.81,0.5767
-5.793,0.584
-5.8,0.5903
-5.816,0.599
-5.81,0.5957
-5.797,0.5728
-5.805,0.559
-5.805,0.567
-5.81,0.577
-5.82,0.572
-5.816,0.5815
-5.82,0.577
-5.836,0.589
-5.855,0.5737
-5.85,0.587
-5.84,0.5854
-5.832,0.6
-5.84,0.602
-5.844,0.597
-5.86,0.592
-5.855,0.587
-5.836,0.57
-5.83,0.553
-5.83,0.5596
-5.816,0.5664
-5.81,0.5693
-5.793,0.589
-5.81,0.592
-5.805,0.6016
-5.805,0.579
-5.816,0.589
-5.82,0.6055
-5.81,0.6196
-5.797,0.625
-5.812,0.629
-5.812,0.6187
-5.812,0.6064
-5.812,0.6206
-5.8,0.6064
-5.8,0.5986
-5.797,0.5854
-5.793,0.6216
-5.785,0.6304
-5.79,0.628
-5.79,0.6284
-5.805,0.6377
-5.812,0.649
-5.82,0.6675
-5.81,0.6733
-5.832,0.6714
-5.848,0.6636
-5.844,0.653
-5.836,0.638
-5.85,0.64
-5.86,0.6377
-5.87,0.6245
-5.895,0.6187
-5.867,0.6177
-5.863,0.6147
-5.855,0.6104
-5.85,0.6104
-5.832,0.604
-5.824,0.6045
-5.805,0.599
-5.805,0.583
-5.79,0.5806
-5.785,0.566
-5.8,0.5596
-5.81,0.57
-5.78,0.5664
-5.79,0.561
-5.785,0.561
-5.785,0.5747
-5.805,0.5776
-5.797,0.574
-5.797,0.5903
-5.78,0.585
-5.777,0.5737
-5.79,0.576
-5.785,0.5645
-5.785,0.5615
-5.793,0.5645
-5.81,0.5537
-5.81,0.554
-5.793,0.561
-5.797,0.5537
-5.8,0.5454
-5.812,0.552
-5.805,0.534
-5.805,0.53
-5.81,0.5513
-5.816,0.558
-5.816,0.536
-5.812,0.5156
-5.805,0.508
-5.797,0.4927
-5.78,0.4968
-5.76,0.4866
-5.76,0.491
-5.766,0.477
-5.75,0.4856
-5.746,0.4822
-5.758,0.47
-5.76,0.468
-5.76,0.4763
-5.77,0.4587
-5.773,0.471
-5.78,0.4692
-5.77,0.4673
-5.773,0.459
-5.758,0.4739
-5.758,0.4778
-5.758,0.487
-5.75,0.485
-5.74,0.4807
-5.73,0.497
-5.73,0.505
-5.715,0.4998
-5.707,0.5005
-5.7,0.5127
-5.695,0.519
-5.707,0.5244
-5.73,0.5254
-5.727,0.513
-5.73,0.516
-5.72,0.507
-5.72,0.4934
-5.723,0.5156
-5.727,0.5107
-5.71,0.524
-5.707,0.531
-5.707,0.5254
-5.715,0.521
-5.734,0.5166
-5.75,0.5117
-5.758,0.5303
-5.758,0.521
-5.758,0.51
-5.758,0.514
-5.78,0.5317
-5.805,0.5337
-5.793,0.5337
-5.777,0.524
-5.77,0.5356
-5.793,0.5195
-5.793,0.512
-5.797,0.511
-5.797,0.518
-5.797,0.5312
-5.785,0.5317
-5.773,0.5137
-5.79,0.518
-5.793,0.515
-5.81,0.5303
-5.816,0.555
-5.82,0.5566
-5.812,0.5557
-5.836,0.558
-5.83,0.5493
-5.83,0.556
-5.836,0.5415
-5.855,0.5254
-5.87,0.538
-5.855,0.5483
-5.848,0.5454
-5.816,0.5605
-5.816,0.5747
-5.812,0.5757
-5.797,0.597
-5.805,0.594
-5.81,0.5923
-5.82,0.5874
-5.812,0.577
-5.793,0.572
-5.81,0.572
-5.81,0.5664
-5.816,0.5815
-5.797,0.5635
-5.8,0.5776
-5.793,0.5938
-5.78,0.5864
-5.8,0.6006
-5.79,0.607
-5.785,0.598
-5.79,0.6064
-5.79,0.6094
-5.797,0.5967
-5.78,0.615
-5.79,0.6265
-5.79,0.599
-5.793,0.5825
-5.785,0.5874
-5.78,0.585
-5.79,0.571
-5.777,0.585
-5.773,0.582
-5.78,0.5835
-5.766,0.5786
-5.76,0.5996
-5.777,0.606
-5.773,0.597
-5.785,0.6045
-5.773,0.6265
-5.773,0.6245
-5.77,0.634
-5.758,0.645
-5.773,0.653
-5.777,0.654
-5.78,0.6655
-5.77,0.67
-5.78,0.6704
-5.76,0.675
-5.746,0.682
-5.734,0.6836
-5.74,0.682
-5.74,0.6826
-5.734,0.6777
-5.746,0.675
-5.758,0.673
-5.766,0.6567
-5.766,0.662
-5.79,0.6797
-5.79,0.6846
-5.812,0.6763
-5.816,0.6636
-5.816,0.6665
-5.84,0.6646
-5.836,0.6714
-5.84,0.668
-5.867,0.672
-5.855,0.6704
-5.867,0.665
-5.895,0.6567
-5.895,0.667
-5.89,0.6787
-5.887,0.676
-5.883,0.6733
-5.89,0.673
-5.902,0.684
-5.895,0.66
-5.902,0.651
-5.91,0.638
-5.906,0.6387
-5.91,0.643
-5.918,0.639
-5.918,0.6514
-5.9,0.671
-5.88,0.691
-5.883,0.7056
-5.91,0.6973
-5.92,0.6807
-5.918,0.664
-5.918,0.659
-5.902,0.6387
-5.914,0.6396
-5.934,0.6445
-5.914,0.6333
-5.918,0.624
-5.918,0.6206
-5.906,0.6245
-5.91,0.6343
-5.92,0.6445
-5.91,0.648
-5.91,0.649
-5.918,0.664
-5.93,0.663
-5.902,0.6724
-5.92,0.683
-5.918,0.6694
-5.92,0.6597
-5.92,0.6597
-5.93,0.673
-5.926,0.665
-5.938,0.6694
-5.918,0.6763
-5.926,0.6855
-5.926,0.695
-5.938,0.683
-5.94,0.684
-5.934,0.682
-5.93,0.6772
-5.918,0.679
-5.934,0.682
-5.92,0.698
-5.93,0.701
-5.926,0.6997
-5.93,0.7095
-5.938,0.719
-5.94,0.711
-5.934,0.7246
-5.93,0.7285
-5.92,0.73
-5.902,0.7153
-5.914,0.693
-5.89,0.7065
-5.883,0.699
-5.87,0.6875
-5.883,0.681
-5.867,0.6826
-5.836,0.6846
-5.84,0.6777
-5.84,0.6763
-5.85,0.6646
-5.87,0.675
-5.863,0.683
-5.85,0.6846
-5.844,0.6675
-5.84,0.6895
-5.85,0.709
-5.824,0.6963
-5.824,0.674
-5.82,0.667
-5.816,0.6733
-5.824,0.6733
-5.84,0.672
-5.848,0.69
-5.863,0.694
-5.875,0.6904
-5.867,0.6987
-5.85,0.6826
-5.832,0.704
-5.832,0.71
-5.844,0.702
-5.836,0.7065
-5.848,0.723
-5.85,0.731
-5.85,0.7417
-5.844,0.737
-5.848,0.7437
-5.85,0.723
-5.855,0.729
-5.87,0.721
-5.895,0.691
-5.9,0.7065
-5.902,0.7
-5.91,0.7153
-5.918,0.7007
-5.93,0.713
-5.938,0.7285
-5.934,0.7295
-5.94,0.7266
-5.93,0.723
-5.93,0.7275
-5.918,0.7344
-5.906,0.7095
-5.9,0.685
-5.914,0.676
-5.926,0.666
-5.926,0.675
-5.945,0.6685
-5.938,0.659
-5.957,0.6523
-5.957,0.6597
-5.953,0.6406
-5.957,0.6216
-5.95,0.6187
-5.95,0.622
-5.945,0.629
-5.94,0.639
-5.91,0.65
-5.906,0.6367
-5.92,0.642
-5.93,0.652
-5.934,0.6587
-5.914,0.6694
-5.902,0.6646
-5.906,0.659
-5.906,0.6567
-5.902,0.654
-5.906,0.6504
-5.918,0.645
-5.92,0.6445
-5.926,0.6465
-5.93,0.6523
-5.926,0.6587
-5.906,0.6743
-5.918,0.679
-5.926,0.6855
-5.934,0.6963
-5.945,0.687
-5.934,0.6934
-5.926,0.703
-5.95,0.7046
-5.973,0.713
-5.957,0.714
-5.965,0.693
-5.96,0.6963
-5.984,0.7036
-5.992,0.6973
-6.004,0.7036
-6.0,0.7
-5.996,0.7134
-5.99,0.7163
-5.984,0.736
-5.996,0.713
-5.996,0.726
-5.97,0.726
-5.953,0.7124
-5.94,0.6816
-5.93,0.6895
-5.94,0.69
-5.934,0.6807
-5.92,0.659
-5.926,0.6377
-5.926,0.611
-5.94,0.633
-5.945,0.6343
-5.95,0.6353
-5.95,0.6265
-5.957,0.611
-5.95,0.605
-5.92,0.594
-5.906,0.5776
-5.906,0.5605
-5.92,0.568
-5.914,0.5874
-5.91,0.5767
-5.914,0.5723
-5.91,0.578
-5.93,0.5835
-5.934,0.5786
-5.926,0.572
-5.945,0.5796
-5.945,0.573
-5.945,0.5654
-5.953,0.5605
-5.973,0.5664
-5.977,0.556
-5.965,0.569
-5.97,0.57
-5.984,0.584
-5.97,0.5854
-5.973,0.591
-5.96,0.5884
-5.97,0.5996
-5.992,0.597
-5.996,0.6265
-6.016,0.6133
-6.02,0.6113
-6.0,0.618
-6.004,0.6113
-6.03,0.6074
-6.01,0.626
-6.02,0.6177
-6.02,0.613
-6.016,0.6147
-6.02,0.6025
-6.016,0.595
-6.016,0.5996
-6.0,0.6006
-5.992,0.5825
-5.99,0.5796
-5.984,0.567
-5.97,0.5615
-5.96,0.557
-5.965,0.555
-5.953,0.5513
-5.965,0.5537
-5.98,0.5483
-5.992,0.5435
-5.992,0.557
-5.996,0.563
-5.996,0.5596
-6.0,0.5464
-6.0,0.5605
-6.008,0.569
-6.008,0.5835
-6.004,0.5947
-6.004,0.5996
-6.004,0.607
-6.016,0.5996
-6.008,0.595
-6.008,0.589
-6.0,0.5923
-5.992,0.601
-5.984,0.6177
-6.0,0.601
-5.984,0.602
-5.992,0.6094
-6.008,0.608
-6.004,0.635
-5.992,0.6157
-5.99,0.6143
-5.996,0.6006
-6.0,0.606
-5.996,0.6006
-5.99,0.598
-5.984,0.6123
-5.98,0.6187
-6.0,0.6333
-6.0,0.63
-6.016,0.645
-6.023,0.6396
-6.04,0.6543
-6.035,0.635
-6.04,0.6265
-6.023,0.6187
-6.02,0.62
-6.016,0.6167
-6.016,0.6143
-6.0,0.619
-5.996,0.609
-5.99,0.6235
-5.977,0.619
-5.973,0.613
-5.977,0.6255
-5.99,0.614
-5.996,0.6133
-6.0,0.631
-5.984,0.62
-6.008,0.616
-6.01,0.624
-6.004,0.623
-6.004,0.602
-5.99,0.6133
-5.996,0.608
-5.97,0.609
-5.973,0.6187
-5.977,0.6177
-5.992,0.631
-5.97,0.634
-5.96,0.6533
-5.973,0.6494
-5.97,0.638
-5.965,0.6577
-5.96,0.6626
-5.97,0.6675
-5.96,0.661
-5.953,0.662
-5.97,0.665
-5.977,0.6685
-5.98,0.6763
-5.977,0.673
-5.973,0.6714
-5.97,0.6846
-5.96,0.677
-5.97,0.682
-5.996,0.66
-6.008,0.6416
-6.027,0.6426
-6.043,0.628
-6.027,0.615
-6.035,0.6235
-6.023,0.6377
-6.055,0.6396
-6.055,0.6187
-6.03,0.6235
-6.03,0.612
-6.027,0.6167
-6.03,0.6006
-6.05,0.596
-6.043,0.6055
-6.047,0.5967
-6.043,0.5957
-6.027,0.5996
-6.01,0.5938
-6.027,0.5884
-6.023,0.597
-6.01,0.6245
-6.02,0.6274
-6.02,0.621
-6.023,0.638
-6.023,0.635
-6.023,0.6426
-6.023,0.6294
-6.04,0.619
-6.05,0.624
-6.06,0.618
-6.03,0.6265
-6.016,0.622
-6.008,0.6216
-5.996,0.6196
-6.0,0.604
-6.01,0.609
-6.02,0.6357
-6.008,0.6416
-6.0,0.6396
-5.992,0.643
-5.984,0.6396
-5.992,0.6406
-5.977,0.6436
-5.984,0.6543
-5.973,0.653
-5.97,0.6543
-5.96,0.6543
-5.95,0.6616
-5.957,0.679
-5.965,0.683
-5.97,0.694
-5.992,0.6943
-5.99,0.6924
-5.984,0.701
-5.984,0.692
-5.97,0.697
-5.934,0.702
-5.934,0.7056
-5.945,0.706
-5.95,0.686
-5.95,0.6914
-5.95,0.6807
-5.95,0.6836
-5.96,0.6846
-5.965,0.6978
-5.957,0.6987
-5.938,0.691
-5.93,0.677
-5.938,0.6636
-5.938,0.655
-5.945,0.6562
-5.94,0.6763
-5.93,0.6665
-5.92,0.665
-5.926,0.6772
-5.938,0.6714
-5.95,0.66
-5.96,0.6543
-5.973,0.6426
-5.96,0.6367
-5.957,0.642
-5.95,0.641
-5.945,0.642
-5.965,0.6406
-5.953,0.6187
-5.953,0.625
-5.96,0.638
-5.98,0.6484
-5.98,0.641
-5.97,0.6406
-5.98,0.6416
-6.004,0.646
-5.996,0.649
-5.992,0.669
-6.008,0.668
-5.992,0.6846
-5.992,0.6934
-5.99,0.686
-5.992,0.6733
-5.992,0.666
-6.0,0.6445
-6.0,0.6353
-6.0,0.6357
-5.992,0.6377
-5.992,0.6616
-6.0,0.6904
-6.016,0.686
-6.01,0.678
-6.008,0.6816
-5.996,0.673
-6.004,0.697
-6.016,0.6826
-6.016,0.6865
-6.02,0.69
-6.0,0.711
-6.016,0.693
-6.008,0.6714
-6.03,0.664
-6.035,0.661
-6.05,0.664
-6.03,0.655
-6.016,0.6606
-6.035,0.659
-6.055,0.6606
-6.062,0.6562
-6.066,0.622
-6.06,0.617
-6.066,0.635
-6.062,0.6426
-6.066,0.652
-6.06,0.649
-6.08,0.661
-6.066,0.647
-6.066,0.6455
-6.082,0.645
-6.074,0.6396
-6.07,0.63
-6.07,0.6323
-6.07,0.6445
-6.074,0.655
-6.09,0.656
-6.07,0.653
-6.062,0.6416
-6.043,0.6387
-6.043,0.643
-6.066,0.6367
-6.055,0.64
-6.066,0.6426
-6.066,0.6636
-6.06,0.666
-6.055,0.652
-6.055,0.645
-6.07,0.6357
-6.08,0.627
-6.07,0.6255
-6.05,0.6255
-6.074,0.642
-6.07,0.6426
-6.09,0.6304
-6.09,0.619
-6.094,0.609
-6.105,0.601
-6.098,0.6084
-6.105,0.5957
-6.117,0.6035
-6.113,0.6045
-6.11,0.602
-6.105,0.599
-6.098,0.6074
-6.094,0.6094
-6.094,0.6074
-6.082,0.601
-6.066,0.6
-6.066,0.607
-6.074,0.619
-6.082,0.604
-6.09,0.6123
-6.08,0.6147
-6.055,0.618
-6.062,0.6255
-6.062,0.6265
-6.07,0.6294
-6.08,0.63
-6.062,0.634
-6.066,0.618
-6.06,0.607
-6.062,0.6177
-6.07,0.632
-6.06,0.6426
-6.043,0.633
-6.03,0.6514
-6.027,0.683
-6.035,0.6855
-6.035,0.67
-6.027,0.6655
-6.02,0.671
-6.027,0.6753
-6.023,0.6777
-6.01,0.659
-5.996,0.65
-5.984,0.6455
-5.99,0.6406
-5.977,0.636
-5.973,0.649
-5.977,0.6743
-5.973,0.6704
-5.965,0.662
-5.953,0.6523
-5.957,0.665
-5.957,0.6665
-5.957,0.659
-5.953,0.6655
-5.957,0.6562
-5.97,0.6436
-5.97,0.622
-6.0,0.6235
-5.996,0.6216
-6.004,0.609
-6.004,0.6074
-5.996,0.5986
-5.99,0.605
-5.98,0.609
-5.973,0.596
-5.957,0.593
-5.945,0.591
-5.938,0.5977
-5.953,0.5913
-5.945,0.6045
-5.96,0.599
-5.945,0.5845
-5.945,0.574
-5.96,0.5547
-5.957,0.552
-5.96,0.5503
-5.96,0.553
-5.953,0.5586
-5.953,0.562
-5.965,0.562
-5.96,0.5747
-5.965,0.58
-5.957,0.5903
-5.934,0.591
-5.92,0.582
-5.92,0.5747
-5.914,0.5684
-5.93,0.56
-5.926,0.578
-5.94,0.5903
-5.938,0.5967
-5.93,0.5825
-5.934,0.587
-5.906,0.5933
-5.914,0.566
-5.918,0.559
-5.926,0.5703
-5.914,0.5674
-5.94,0.5776
-5.934,0.5664
-5.93,0.5645
-5.95,0.557
-5.957,0.556
-5.957,0.566
-5.945,0.5767
-5.953,0.6016
-5.953,0.594
