x_coordinate,y_coordinate
-5.637,0.769
-5.64,0.7734
-5.645,0.7466
-5.66,0.7725
-5.664,0.761
-5.67,0.7563
-5.684,0.7593
-5.7,0.75
-5.684,0.748
-5.684,0.74
-5.66,0.7515
-5.652,0.75
-5.664,0.762
-5.684,0.754
-5.67,0.7725
-5.652,0.764
-5.652,0.759
-5.65,0.743
-5.633,0.736
-5.645,0.723
-5.652,0.7207
-5.656,0.7153
-5.656,0.7007
-5.688,0.7114
-5.715,0.702
-5.72,0.6855
-5.715,0.691
-5.707,0.685
-5.688,0.691
-5.68,0.6826
-5.688,0.6797
-5.684,0.675
-5.664,0.646
-5.684,0.665
-5.688,0.6533
-5.69,0.664
-5.69,0.6543
-5.688,0.644
-5.707,0.6387
-5.703,0.63
-5.707,0.6357
-5.74,0.6455
-5.742,0.643
-5.734,0.64
-5.746,0.6465
-5.742,0.638
-5.742,0.6504
-5.74,0.63
-5.72,0.6333
-5.727,0.6367
-5.723,0.6357
-5.73,0.634
-5.73,0.643
-5.74,0.6377
-5.74,0.66
-5.727,0.6504
-5.703,0.663
-5.703,0.6626
-5.715,0.6514
-5.7,0.641
-5.695,0.637
-5.69,0.656
-5.688,0.661
-5.695,0.6636
-5.7,0.663
-5.71,0.6606
-5.72,0.661
-5.723,0.6675
-5.715,0.6484
-5.72,0.6465
-5.707,0.661
-5.73,0.656
-5.73,0.654
-5.734,0.641
-5.723,0.6255
-5.727,0.6274
-5.723,0.6387
-5.727,0.638
-5.74,0.6426
-5.707,0.653
-5.703,0.6533
-5.71,0.6504
-5.695,0.6533
-5.695,0.6543
-5.703,0.629
-5.676,0.611
-5.676,0.606
-5.684,0.6
-5.684,0.587
-5.68,0.587
-5.664,0.583
-5.66,0.5806
-5.668,0.5767
-5.668,0.5825
-5.676,0.5913
-5.676,0.5938
-5.664,0.5894
-5.664,0.5874
-5.684,0.5938
-5.688,0.6006
-5.69,0.603
-5.68,0.6055
-5.684,0.6113
-5.676,0.6094
-5.684,0.6035
-5.67,0.602
-5.664,0.6157
-5.652,0.6167
-5.637,0.6167
-5.637,0.6226
-5.637,0.6387
-5.65,0.6387
-5.64,0.631
-5.63,0.636
-5.63,0.627
-5.63,0.6284
-5.62,0.6255
-5.594,0.624
-5.598,0.622
-5.62,0.636
-5.61,0.6416
-5.605,0.633
-5.59,0.6333
-5.582,0.633
-5.586,0.623
-5.6,0.613
-5.574,0.6045
-5.582,0.58
-5.562,0.5933
-5.566,0.593
-5.555,0.5894
-5.54,0.576
-5.54,0.568
-5.547,0.563
-5.535,0.5625
-5.547,0.5615
-5.55,0.5576
-5.547,0.5654
-5.527,0.5566
-5.54,0.5713
-5.527,0.5615
-5.547,0.5645
-5.527,0.559
-5.52,0.567
-5.516,0.556
-5.53,0.549
-5.54,0.55
-5.535,0.533
-5.535,0.5386
-5.543,0.533
-5.543,0.554
-5.527,0.567
-5.508,0.564
-5.52,0.582
-5.51,0.5493
-5.49,0.553
-5.48,0.5293
-5.47,0.5293
-5.465,0.544
-5.48,0.531
-5.496,0.5146
-5.504,0.507
-5.492,0.4963
-5.496,0.5044
-5.496,0.4963
-5.496,0.5044
-5.492,0.506
-5.49,0.5073
-5.504,0.502
-5.508,0.4792
-5.5,0.4656
-5.51,0.459
-5.516,0.468
-5.523,0.4656
-5.54,0.4592
-5.523,0.4546
-5.535,0.465
-5.527,0.488
-5.535,0.4941
-5.51,0.4888
-5.527,0.485
-5.535,0.4812
-5.53,0.4854
-5.543,0.482
-5.547,0.478
-5.55,0.4868
-5.555,0.4814
-5.543,0.4604
-5.562,0.458
-5.566,0.4678
-5.562,0.4624
-5.55,0.472
-5.543,0.4648
-5.547,0.4658
-5.555,0.4392
-5.535,0.454
-5.516,0.4531
-5.52,0.4497
-5.51,0.4443
-5.504,0.4414
-5.5,0.4495
-5.504,0.419
-5.48,0.4338
-5.477,0.4465
-5.473,0.454
-5.457,0.452
-5.473,0.4316
-5.46,0.4346
-5.453,0.4404
-5.45,0.4434
-5.445,0.4458
-5.445,0.455
-5.453,0.4688
-5.438,0.4792
-5.438,0.4778
-5.43,0.4907
-5.438,0.507
-5.426,0.4995
-5.414,0.4905
-5.434,0.511
-5.43,0.503
-5.414,0.504
-5.402,0.5054
-5.434,0.4817
-5.418,0.4824
-5.426,0.4844
-5.426,0.5
-5.418,0.4849
-5.434,0.4792
-5.457,0.4783
-5.47,0.4766
-5.477,0.4758
-5.492,0.4775
-5.508,0.4756
-5.5,0.4712
-5.516,0.4607
-5.51,0.454
-5.504,0.4517
-5.5,0.4587
-5.49,0.4583
-5.49,0.4656
-5.49,0.4644
-5.496,0.4666
-5.492,0.4749
-5.477,0.4756
-5.48,0.465
-5.492,0.4634
-5.477,0.4492
-5.492,0.4539
-5.49,0.4688
-5.504,0.465
-5.49,0.4514
-5.484,0.4421
-5.5,0.4353
-5.492,0.456
-5.49,0.4624
-5.51,0.4646
-5.516,0.4473
-5.523,0.462
-5.516,0.493
-5.527,0.4812
-5.52,0.482
-5.52,0.4714
-5.52,0.4827
-5.54,0.5015
-5.54,0.487
-5.54,0.4841
-5.523,0.513
-5.527,0.494
-5.543,0.4968
-5.54,0.4958
-5.523,0.508
-5.54,0.5063
-5.523,0.4915
-5.53,0.4739
-5.523,0.468
-5.52,0.439
-5.53,0.4297
-5.52,0.4268
-5.535,0.4207
-5.56,0.3987
-5.56,0.401
-5.55,0.3936
-5.53,0.3787
-5.527,0.3665
-5.547,0.3486
-5.57,0.356
-5.574,0.3518
-5.566,0.3691
-5.562,0.372
-5.574,0.36
-5.555,0.346
-5.562,0.3555
-5.58,0.3433
-5.566,0.3367
-5.566,0.3562
-5.555,0.3481
-5.56,0.3467
-5.535,0.3555
-5.52,0.356
-5.508,0.3474
-5.516,0.3481
-5.51,0.356
-5.52,0.374
-5.508,0.3618
-5.504,0.348
-5.496,0.3577
-5.51,0.372
-5.508,0.3835
-5.508,0.3772
-5.49,0.3657
-5.484,0.3518
-5.484,0.3518
-5.496,0.358
-5.5,0.3738
-5.492,0.387
-5.477,0.4
-5.477,0.3796
-5.48,0.3784
-5.465,0.3809
-5.47,0.3845
-5.46,0.378
-5.46,0.3713
-5.477,0.3975
-5.492,0.397
-5.49,0.4114
-5.492,0.414
-5.47,0.422
-5.49,0.421
-5.5,0.4297
-5.51,0.4158
-5.496,0.4143
-5.496,0.4185
-5.5,0.418
-5.484,0.4211
-5.504,0.4104
-5.508,0.4175
-5.504,0.4155
-5.49,0.4233
-5.49,0.4448
-5.48,0.4485
-5.457,0.4531
-5.47,0.4375
-5.48,0.443
-5.496,0.4485
-5.504,0.46
-5.5,0.4773
-5.508,0.4792
-5.516,0.4846
-5.52,0.487
-5.527,0.501
-5.496,0.4966
-5.504,0.4905
-5.496,0.498
-5.5,0.4949
-5.504,0.4883
-5.508,0.4778
-5.52,0.4854
-5.5,0.4885
-5.504,0.4832
-5.516,0.4788
-5.51,0.4783
-5.51,0.4802
-5.51,0.4937
-5.504,0.4778
-5.508,0.469
-5.508,0.469
-5.504,0.4846
-5.504,0.4827
-5.5,0.4734
-5.5,0.4612
-5.5,0.4648
-5.48,0.4805
-5.477,0.4988
-5.47,0.488
-5.47,0.4792
-5.46,0.485
-5.46,0.4546
-5.453,0.456
-5.457,0.44
-5.453,0.4353
-5.457,0.45
-5.46,0.4631
-5.457,0.4553
-5.465,0.4631
-5.453,0.4648
-5.465,0.4475
-5.477,0.4575
-5.48,0.4573
-5.492,0.4507
-5.496,0.434
-5.496,0.441
-5.48,0.442
-5.48,0.4631
-5.465,0.457
-5.465,0.457
-5.457,0.4631
-5.465,0.483
-5.46,0.477
-5.47,0.489
-5.484,0.499
-5.47,0.5073
-5.49,0.5054
-5.492,0.5195
-5.48,0.5396
-5.477,0.541
-5.47,0.537
-5.47,0.536
-5.457,0.528
-5.46,0.5327
-5.47,0.5283
-5.477,0.5195
-5.48,0.5234
-5.484,0.511
-5.496,0.5063
-5.504,0.4863
-5.516,0.4958
-5.516,0.52
-5.51,0.5254
-5.51,0.5117
-5.516,0.529
-5.516,0.5347
-5.54,0.525
-5.52,0.5396
-5.516,0.528
-5.523,0.514
-5.54,0.5156
-5.527,0.514
-5.54,0.516
-5.54,0.5225
-5.535,0.525
-5.55,0.5195
-5.58,0.543
-5.57,0.564
-5.582,0.5664
-5.57,0.58
-5.562,0.5615
-5.566,0.5537
-5.574,0.5645
-5.566,0.559
-5.547,0.5513
-5.53,0.5586
-5.543,0.564
-5.555,0.552
-5.55,0.5493
-5.55,0.5625
-5.56,0.568
-5.555,0.5757
-5.555,0.5728
-5.555,0.584
-5.56,0.591
-5.57,0.5903
-5.58,0.571
-5.562,0.576
-5.562,0.56
-5.56,0.584
-5.56,0.584
-5.55,0.581
-5.547,0.5874
-5.535,0.5806
-5.54,0.5703
-5.523,0.573
-5.535,0.567
-5.54,0.5723
-5.527,0.5615
-5.55,0.574
-5.566,0.573
-5.566,0.5713
-5.566,0.5845
-5.586,0.5923
-5.598,0.5977
-5.594,0.61
-5.594,0.58
-5.594,0.579
-5.582,0.5713
-5.582,0.593
-5.582,0.572
-5.58,0.5566
-5.555,0.5737
-5.56,0.576
-5.54,0.5786
-5.516,0.566
-5.527,0.5605
-5.516,0.556
-5.508,0.5596
-5.52,0.5684
-5.496,0.5566
-5.504,0.572
-5.52,0.5674
-5.52,0.564
-5.523,0.5576
-5.527,0.5425
-5.523,0.5586
-5.55,0.582
-5.56,0.59
-5.56,0.5933
-5.555,0.595
-5.547,0.585
-5.555,0.591
-5.55,0.593
-5.55,0.6016
-5.54,0.596
-5.547,0.6094
-5.543,0.587
-5.54,0.5933
-5.547,0.604
-5.547,0.5996
-5.57,0.6196
-5.582,0.621
-5.58,0.6
-5.566,0.628
-5.57,0.621
-5.562,0.6064
-5.566,0.614
-5.566,0.593
-5.57,0.5903
-5.582,0.6035
-5.586,0.5913
-5.582,0.5767
-5.582,0.561
-5.58,0.5786
-5.6,0.5796
-5.58,0.6016
-5.59,0.607
-5.566,0.587
-5.562,0.5693
-5.574,0.576
-5.57,0.575
-5.57,0.5864
-5.562,0.581
-5.57,0.5835
-5.586,0.576
-5.58,0.585
-5.582,0.585
-5.57,0.6074
-5.582,0.6045
-5.582,0.616
-5.598,0.6143
-5.598,0.612
-5.582,0.604
-5.582,0.6147
-5.562,0.6113
-5.555,0.623
-5.566,0.6406
-5.562,0.6475
-5.54,0.655
-5.555,0.6606
-5.55,0.6655
-5.555,0.654
-5.555,0.6694
-5.562,0.647
-5.55,0.6426
-5.547,0.6445
-5.547,0.6387
-5.57,0.6494
-5.58,0.658
-5.574,0.637
-5.555,0.6304
-5.55,0.6353
-5.535,0.639
-5.543,0.6387
-5.543,0.6343
-5.543,0.65
-5.55,0.6523
-5.562,0.6445
-5.58,0.6484
-5.605,0.6562
-5.605,0.6265
-5.62,0.6113
-5.63,0.612
-5.617,0.6187
-5.59,0.629
-5.59,0.613
-5.61,0.6396
-5.62,0.6357
-5.605,0.6284
-5.598,0.6216
-5.594,0.629
-5.6,0.645
-5.586,0.6387
-5.6,0.6426
-5.598,0.649
-5.61,0.66
-5.6,0.657
-5.613,0.6646
-5.617,0.6553
-5.605,0.662
-5.605,0.6562
-5.62,0.661
-5.63,0.668
-5.625,0.6655
-5.625,0.64
-5.637,0.652
-5.62,0.665
-5.625,0.678
-5.64,0.689
-5.645,0.7056
-5.637,0.713
-5.65,0.7075
-5.65,0.7153
-5.633,0.7173
-5.63,0.7134
-5.633,0.7256
-5.64,0.735
-5.63,0.7495
-5.62,0.7314
-5.62,0.735
-5.63,0.732
-5.62,0.736
-5.617,0.748
-5.605,0.7334
-5.594,0.7393
-5.61,0.7495
-5.617,0.7437
-5.605,0.7607
-5.598,0.759
-5.574,0.76
-5.57,0.744
-5.555,0.7456
-5.555,0.753
-5.55,0.754
-5.56,0.78
-5.55,0.7827
-5.54,0.7793
-5.535,0.7686
-5.543,0.7607
-5.54,0.74
-5.508,0.7354
-5.49,0.7354
-5.49,0.7505
-5.492,0.761
-5.48,0.7695
-5.47,0.771
-5.45,0.778
-5.46,0.794
-5.453,0.7886
-5.43,0.804
-5.43,0.797
-5.434,0.7886
-5.453,0.7783
-5.453,0.783
-5.45,0.761
-5.457,0.792
-5.484,0.791
-5.492,0.7783
-5.48,0.779
-5.496,0.7744
-5.496,0.766
-5.496,0.7847
-5.492,0.788
-5.496,0.7935
-5.492,0.789
-5.484,0.8047
-5.46,0.8325
-5.453,0.8125
-5.44,0.808
-5.45,0.802
-5.445,0.805
-5.438,0.817
-5.45,0.818
-5.46,0.8213
-5.457,0.832
-5.453,0.8267
-5.46,0.81
-5.45,0.8
-5.46,0.8013
-5.45,0.786
-5.438,0.794
-5.457,0.7896
-5.45,0.8
-5.44,0.825
-5.426,0.8315
-5.45,0.8306
-5.46,0.8394
-5.46,0.849
-5.47,0.865
-5.48,0.8613
-5.48,0.872
-5.484,0.8696
-5.492,0.8813
-5.484,0.878
-5.473,0.874
-5.465,0.889
-5.48,0.8896
-5.465,0.89
-5.465,0.888
-5.465,0.8833
-5.473,0.8604
-5.477,0.8867
-5.453,0.878
-5.438,0.8906
-5.465,0.8926
-5.47,0.8755
-5.49,0.853
-5.496,0.8564
-5.484,0.8467
-5.477,0.8423
-5.473,0.839
-5.477,0.841
-5.47,0.8345
-5.46,0.843
-5.465,0.825
-5.44,0.8184
-5.426,0.815
-5.438,0.8247
-5.438,0.8125
-5.44,0.8247
-5.434,0.806
-5.434,0.798
-5.445,0.807
-5.41,0.7954
-5.41,0.8
-5.406,0.8125
-5.414,0.8145
-5.41,0.808
-5.387,0.826
-5.402,0.8374
-5.383,0.843
-5.367,0.82
-5.36,0.83
-5.348,0.8096
-5.33,0.8105
-5.35,0.8037
-5.355,0.813
-5.38,0.8145
-5.395,0.803
-5.383,0.8022
-5.387,0.821
-5.383,0.8076
-5.39,0.8086
-5.41,0.8223
-5.418,0.8374
-5.44,0.83
-5.465,0.808
-5.47,0.79
-5.47,0.7944
-5.45,0.7856
-5.45,0.7754
-5.457,0.7666
-5.473,0.7856
-5.46,0.805
-5.453,0.822
-5.47,0.8184
-5.46,0.8296
-5.47,0.845
-5.457,0.8467
-5.473,0.8325
-5.48,0.822
-5.49,0.815
-5.47,0.7974
-5.496,0.7974
-5.51,0.7817
-5.508,0.7783
-5.504,0.7764
-5.508,0.782
-5.5,0.7793
-5.492,0.7725
-5.492,0.778
-5.5,0.784
-5.496,0.779
-5.5,0.7725
-5.508,0.7764
-5.5,0.7695
-5.504,0.7812
-5.51,0.7905
-5.492,0.811
-5.484,0.7886
-5.496,0.7817
-5.516,0.7754
-5.527,0.7603
-5.535,0.7607
-5.547,0.7627
-5.56,0.7495
-5.55,0.769
-5.55,0.7646
-5.535,0.766
-5.535,0.776
-5.527,0.7764
-5.527,0.768
-5.516,0.75
-5.523,0.758
-5.516,0.742
-5.523,0.738
-5.516,0.723
-5.516,0.6895
-5.484,0.697
-5.49,0.6934
-5.504,0.692
-5.504,0.6753
-5.508,0.6855
-5.51,0.6934
-5.508,0.6772
-5.51,0.6714
-5.516,0.6787
-5.51,0.6733
-5.516,0.6655
-5.508,0.692
-5.496,0.7
-5.508,0.6987
-5.523,0.696
-5.523,0.7007
-5.52,0.716
-5.51,0.6963
-5.51,0.694
-5.51,0.7104
-5.51,0.6904
-5.523,0.6743
-5.535,0.6694
-5.516,0.685
-5.504,0.6636
-5.508,0.6646
-5.508,0.6826
-5.504,0.6772
-5.53,0.686
-5.53,0.681
-5.535,0.6934
-5.543,0.7075
-5.535,0.7163
-5.555,0.6973
-5.547,0.6826
-5.55,0.6797
-5.566,0.684
-5.566,0.684
-5.55,0.6665
-5.555,0.643
-5.574,0.626
-5.594,0.6196
-5.586,0.6377
-5.6,0.6426
-5.617,0.652
-5.62,0.663
-5.625,0.6646
-5.62,0.645
-5.61,0.628
-5.62,0.6187
-5.61,0.6304
-5.62,0.63
-5.63,0.6177
-5.63,0.609
-5.652,0.6084
-5.668,0.5884
-5.676,0.5767
-5.676,0.573
-5.684,0.5664
-5.67,0.5645
-5.652,0.58
-5.668,0.5796
-5.66,0.5757
-5.65,0.565
-5.64,0.5684
-5.652,0.567
-5.65,0.6035
-5.637,0.5884
-5.637,0.575
-5.64,0.578
-5.656,0.5737
-5.67,0.589
-5.67,0.5854
-5.688,0.575
-5.69,0.5596
-5.68,0.55
-5.668,0.532
-5.668,0.54
-5.656,0.545
-5.652,0.5645
-5.668,0.57
-5.66,0.5713
-5.66,0.589
-5.652,0.58
-5.645,0.571
-5.625,0.5547
-5.63,0.559
-5.62,0.573
-5.617,0.5864
-5.61,0.5845
-5.598,0.5845
-5.59,0.603
-5.582,0.6113
-5.58,0.603
-5.582,0.598
-5.6,0.587
-5.598,0.578
-5.6,0.573
-5.582,0.5723
-5.58,0.587
-5.6,0.588
-5.613,0.587
-5.633,0.5767
-5.637,0.5977
-5.637,0.61
-5.637,0.617
-5.625,0.618
-5.64,0.6274
-5.65,0.6323
-5.65,0.627
-5.652,0.644
-5.656,0.645
-5.664,0.646
-5.67,0.63
-5.676,0.6055
-5.67,0.6094
-5.664,0.611
-5.652,0.6245
-5.645,0.6206
-5.637,0.6353
-5.656,0.6426
-5.68,0.649
-5.668,0.658
-5.69,0.6562
-5.695,0.6562
-5.71,0.6523
-5.695,0.678
-5.695,0.68
-5.684,0.6694
-5.68,0.682
-5.68,0.6772
-5.684,0.692
-5.69,0.6875
-5.695,0.6865
-5.68,0.687
-5.668,0.6855
-5.67,0.689
-5.65,0.691
-5.64,0.6934
-5.65,0.6973
-5.656,0.702
-5.668,0.6953
-5.656,0.683
-5.684,0.6826
-5.67,0.685
-5.664,0.691
-5.664,0.6973
-5.66,0.7
-5.664,0.7173
-5.66,0.7183
-5.664,0.7183
-5.65,0.724
-5.645,0.705
-5.656,0.688
-5.656,0.7017
-5.656,0.709
-5.652,0.717
-5.645,0.7046
-5.633,0.6987
-5.63,0.708
-5.633,0.709
-5.633,0.7046
-5.645,0.7114
-5.652,0.7075
-5.656,0.695
-5.637,0.698
-5.63,0.6904
-5.62,0.699
-5.613,0.6875
-5.613,0.693
-5.586,0.6973
-5.617,0.6904
-5.598,0.704
-5.594,0.7153
-5.586,0.708
-5.58,0.721
-5.58,0.7246
-5.594,0.7383
-5.582,0.735
-5.562,0.7334
-5.543,0.732
-5.527,0.7275
-5.53,0.732
-5.535,0.73
-5.535,0.7417
-5.52,0.7466
-5.516,0.7427
-5.516,0.7324
-5.496,0.72
-5.504,0.7124
-5.48,0.7124
-5.504,0.716
-5.496,0.7085
-5.49,0.7056
-5.49,0.695
-5.492,0.6963
-5.508,0.699
-5.523,0.7036
-5.547,0.687
-5.53,0.683
-5.54,0.6665
-5.523,0.6787
-5.523,0.6934
-5.516,0.6963
-5.527,0.69
-5.523,0.6772
-5.527,0.652
-5.527,0.637
-5.535,0.631
-5.543,0.609
-5.543,0.624
-5.555,0.6123
-5.562,0.6274
-5.555,0.617
-5.53,0.611
-5.55,0.5996
-5.566,0.594
-5.555,0.579
-5.57,0.5854
-5.586,0.5767
-5.59,0.5845
-5.58,0.573
-5.574,0.5894
-5.562,0.5713
-5.547,0.5786
-5.555,0.575
-5.57,0.567
-5.582,0.585
-5.57,0.578
-5.562,0.584
-5.555,0.571
-5.574,0.5767
-5.562,0.5645
-5.555,0.5615
-5.547,0.5522
-5.543,0.5454
-5.566,0.5586
-5.57,0.5503
-5.55,0.547
-5.555,0.555
-5.582,0.552
-5.594,0.5576
-5.613,0.56
-5.617,0.558
-5.633,0.551
-5.62,0.5454
-5.61,0.512
-5.637,0.521
-5.633,0.503
-5.625,0.508
-5.633,0.518
-5.633,0.5103
-5.62,0.531
-5.613,0.5317
-5.617,0.541
-5.605,0.5337
-5.625,0.5444
-5.613,0.5547
-5.6,0.5547
-5.6,0.549
-5.62,0.5415
-5.617,0.542
-5.594,0.5664
-5.586,0.551
-5.586,0.5605
-5.582,0.566
-5.586,0.564
-5.59,0.5864
-5.6,0.577
-5.605,0.584
-5.605,0.5874
-5.63,0.596
-5.637,0.606
-5.64,0.5815
-5.645,0.5767
-5.652,0.5757
-5.67,0.579
-5.668,0.594
-5.66,0.5737
-5.652,0.5615
-5.664,0.54
-5.656,0.5293
-5.66,0.5312
-5.656,0.5503
-5.668,0.5444
-5.656,0.54
-5.65,0.547
-5.63,0.5293
-5.63,0.535
-5.62,0.543
-5.63,0.5444
-5.633,0.5557
-5.633,0.58
-5.625,0.5728
-5.625,0.5635
-5.633,0.5522
-5.65,0.571
-5.645,0.5723
-5.64,0.576
-5.65,0.587
-5.63,0.587
-5.63,0.586
-5.62,0.5986
-5.633,0.5835
-5.62,0.5786
-5.605,0.5767
-5.62,0.5815
-5.61,0.585
-5.617,0.596
-5.617,0.6035
-5.61,0.604
-5.617,0.597
-5.598,0.598
-5.586,0.5864
-5.594,0.5933
-5.582,0.5996
-5.605,0.611
-5.617,0.615
-5.63,0.5977
-5.63,0.586
-5.64,0.568
-5.64,0.588
-5.656,0.5977
-5.66,0.5894
-5.67,0.592
-5.69,0.589
-5.703,0.59
-5.703,0.572
-5.707,0.586
-5.72,0.572
-5.715,0.563
-5.734,0.5815
-5.734,0.5957
-5.734,0.607
-5.72,0.5947
-5.71,0.579
-5.73,0.5786
-5.74,0.5835
-5.734,0.595
-5.715,0.6006
-5.73,0.6177
-5.72,0.614
-5.727,0.6387
-5.723,0.6343
-5.727,0.633
-5.707,0.6206
-5.71,0.6255
-5.707,0.6187
-5.707,0.6245
-5.69,0.6084
-5.68,0.6387
-5.668,0.6357
-5.664,0.6475
-5.676,0.647
-5.668,0.6436
-5.66,0.6567
-5.688,0.661
-5.69,0.6504
-5.68,0.6567
-5.684,0.6724
-5.668,0.692
-5.664,0.684
-5.676,0.6963
-5.68,0.695
-5.68,0.6924
-5.668,0.6836
-5.656,0.6914
-5.664,0.7017
-5.65,0.697
-5.676,0.707
-5.676,0.705
-5.68,0.71
-5.676,0.7173
-5.668,0.711
-5.66,0.6978
-5.668,0.6865
-5.684,0.71
-5.688,0.7085
-5.68,0.709
-5.668,0.7227
-5.668,0.7134
-5.684,0.708
-5.664,0.7036
-5.652,0.7153
-5.652,0.7114
-5.652,0.719
-5.66,0.717
-5.66,0.7163
-5.652,0.716
-5.637,0.72
-5.637,0.7163
-5.63,0.7295
-5.637,0.7266
-5.62,0.7104
-5.625,0.699
-5.63,0.7036
-5.62,0.699
-5.598,0.6846
-5.58,0.678
-5.59,0.6763
-5.598,0.665
-5.6,0.679
-5.586,0.679
-5.59,0.6777
-5.613,0.664
-5.61,0.6714
-5.61,0.6772
-5.605,0.674
-5.61,0.6797
-5.6,0.689
-5.598,0.69
-5.598,0.703
-5.61,0.717
-5.59,0.7085
-5.586,0.7095
-5.582,0.707
-5.57,0.725
-5.562,0.733
-5.57,0.72
-5.59,0.7183
-5.605,0.712
-5.598,0.713
-5.6,0.7007
-5.62,0.711
-5.61,0.714
-5.61,0.727
-5.617,0.7344
-5.63,0.7314
-5.637,0.72
-5.617,0.7314
-5.637,0.7305
-5.617,0.7417
-5.605,0.752
-5.6,0.7476
-5.598,0.748
-5.6,0.7495
-5.594,0.755
-5.594,0.77
-5.598,0.7656
-5.594,0.7764
-5.61,0.795
-5.613,0.8057
-5.625,0.801
-5.625,0.812
-5.613,0.823
-5.617,0.826
-5.625,0.808
-5.625,0.8154
-5.63,0.815
-5.62,0.8037
-5.63,0.8066
-5.625,0.803
-5.633,0.808
-5.656,0.799
-5.668,0.815
-5.668,0.81
-5.68,0.811
-5.676,0.8345
-5.68,0.835
-5.668,0.819
-5.66,0.8525
-5.656,0.855
-5.664,0.8613
-5.67,0.8604
-5.66,0.854
-5.664,0.8794
-5.67,0.861
-5.67,0.841
-5.68,0.8364
-5.68,0.8345
-5.676,0.83
-5.684,0.837
-5.684,0.8213
-5.68,0.809
-5.68,0.8003
-5.69,0.786
-5.703,0.7876
-5.7,0.7925
-5.71,0.82
-5.72,0.836
-5.723,0.8374
-5.72,0.849
-5.73,0.8516
-5.727,0.8394
-5.727,0.8384
-5.72,0.84
-5.73,0.8184
-5.734,0.798
-5.746,0.7793
-5.766,0.78
-5.785,0.786
-5.78,0.7866
-5.805,0.7783
-5.816,0.774
-5.812,0.7715
-5.812,0.764
-5.82,0.7495
-5.832,0.7417
-5.812,0.7524
-5.81,0.735
-5.816,0.739
-5.82,0.7314
-5.832,0.722
-5.83,0.747
-5.82,0.744
-5.832,0.721
-5.848,0.7295
-5.848,0.7437
-5.855,0.766
-5.863,0.7554
-5.867,0.7485
-5.86,0.733
-5.863,0.7104
-5.875,0.7065
-5.887,0.687
-5.88,0.67
-5.883,0.6724
-5.87,0.656
-5.867,0.6514
-5.883,0.6533
-5.875,0.649
-5.875,0.6523
-5.87,0.651
-5.863,0.6577
-5.86,0.67
-5.848,0.6855
-5.863,0.6685
-5.844,0.668
-5.848,0.6494
-5.867,0.6436
-5.863,0.645
-5.88,0.65
-5.867,0.65
-5.87,0.641
-5.887,0.6406
-5.895,0.655
-5.906,0.6533
-5.91,0.668
-5.918,0.685
-5.906,0.675
-5.906,0.6562
-5.934,0.6436
-5.92,0.6426
-5.918,0.645
-5.91,0.651
-5.918,0.6367
-5.92,0.644
-5.926,0.6177
-5.926,0.617
-5.926,0.627
-5.918,0.6216
-5.926,0.6274
-5.934,0.623
-5.92,0.625
-5.906,0.6206
-5.902,0.638
-5.91,0.6484
-5.902,0.638
-5.9,0.6357
-5.89,0.6357
-5.88,0.6406
-5.867,0.654
-5.848,0.6523
-5.836,0.6567
-5.84,0.649
-5.83,0.658
-5.824,0.659
-5.836,0.6494
-5.832,0.628
-5.83,0.6064
-5.82,0.6245
-5.816,0.648
-5.824,0.652
-5.82,0.6504
-5.81,0.639
-5.82,0.6377
-5.81,0.6426
-5.793,0.633
-5.8,0.614
-5.816,0.6157
-5.83,0.5967
-5.83,0.605
-5.824,0.603
-5.836,0.6177
-5.824,0.6196
-5.812,0.614
-5.81,0.6177
-5.82,0.647
-5.83,0.658
-5.832,0.644
-5.812,0.655
-5.8,0.655
-5.78,0.6436
-5.785,0.6655
-5.793,0.668
-5.793,0.6816
-5.805,0.687
-5.797,0.6865
-5.793,0.687
-5.816,0.697
-5.816,0.6978
-5.805,0.6885
-5.81,0.709
-5.82,0.712
-5.824,0.6987
-5.836,0.7
-5.832,0.7036
-5.83,0.706
-5.848,0.7324
-5.85,0.7466
-5.85,0.7314
-5.863,0.749
-5.87,0.7544
-5.855,0.7524
-5.855,0.7637
-5.85,0.79
-5.863,0.79
-5.848,0.7974
-5.863,0.818
-5.867,0.8135
-5.875,0.7993
-5.875,0.798
-5.87,0.809
-5.855,0.8
-5.848,0.7866
-5.85,0.782
-5.86,0.773
-5.867,0.755
-5.86,0.7515
-5.867,0.753
-5.86,0.7764
-5.855,0.7847
-5.855,0.8003
-5.867,0.8013
-5.887,0.787
-5.887,0.778
-5.88,0.7954
-5.89,0.7925
-5.887,0.817
-5.863,0.833
-5.85,0.8286
-5.867,0.8115
-5.85,0.8135
-5.848,0.8066
-5.836,0.813
-5.855,0.8247
-5.85,0.803
-5.86,0.817
-5.863,0.8403
-5.883,0.8384
-5.89,0.841
-5.906,0.8413
-5.902,0.826
-5.902,0.8354
-5.902,0.8315
-5.895,0.827
-5.89,0.8315
-5.902,0.833
-5.906,0.811
-5.9,0.8125
-5.914,0.8247
-5.914,0.8135
-5.902,0.8037
-5.89,0.8203
-5.89,0.817
-5.883,0.808
-5.89,0.8203
-5.902,0.82
-5.883,0.826
-5.88,0.8438
-5.9,0.849
-5.89,0.8354
-5.906,0.849
-5.91,0.851
-5.89,0.8643
-5.906,0.872
-5.887,0.8496
-5.887,0.8467
-5.887,0.836
-5.88,0.8403
